EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"23,000",Yes,fixed,,Nil,Nil,766.0,Nil,Nil,No,Silt Clearance work of Newdiha Drain From Km. 0.000 to 4.000 in Distt- Balrampur,As Per Tender Notice,As Per Tender Notice ,NA ,"11,25,000",Civil Works,NA ,Tender,90.0,20.0,Balrampur,271201.0,NA ,NA ,NA ,Balrampur,No ,No,Executive Engineer,Flood Division Balrampur,1.0,Fee/PreQual/Technical,.pdf,Technical Document,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",15/EE/2025-26,2026_UPIDC_1112264_28,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,13-Feb-2026 10:00 AM,20-Feb-2026 03:00 PM,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,06-Mar-2026 12:00 PM,1.0,SBI Bank,AOC,Finance,Attached,Bharat Ram,10-Mar-2026 02:04 PM,,BOQ Comparative Chart,Er. Bharat Ram,Internal,,Bharat Ram,10-Mar-2026 02:08 PM,finsummary_2069553.pdf (218.88 KB),1.0,5894003.0,RAJESH KUMAR MISHRA,INR,"289,816",1,5892207,DEV PRAKASH TRIPATHI,18-Feb-2026 01:29 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:11 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",2026_UPIDC_1112264_28,15/EE/2025-26,Silt Clearance work of Newdiha Drain From Km. 0.000 to 4.000 in Distt- Balrampur,10-Mar-2026,"INR 579,632",20.0,Bharat Ram,16-Jun-2026 04:31 PM,lot10.pdf (367.00 KB),Technical,Attached,Bharat Ram,02-Mar-2026 08:55 PM,,Er Bharat Ram,Internal,,Bharat Ram,02-Mar-2026 11:11 PM,06-Mar-2026 12:00 PM,techsummary_2069553.pdf (292.11 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,5896807.0,LALTA PRASAD MAURYA,INR,"289,816",2,5896807,LALTA PRASAD MAURYA,20-Feb-2026 11:47 AM,Accepted-AOC,L1,16-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5898576,M/S AJEET KUMAR SINGH,20-Feb-2026 09:21 AM,Rejected-Finance,L3,10-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5898859,M S DHERENDRA KUMAR PANDEY,19-Feb-2026 11:07 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,5901961,M/s Dhruv Singh Contractor,20-Feb-2026 01:09 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,5896279,M/S SUSHIL KUMAR SINGH CONTACTOR,19-Feb-2026 08:01 PM,Rejected-Finance,L4,10-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,5894003,RAJESH KUMAR MISHRA,20-Feb-2026 10:28 AM,Accepted-AOC,L1,16-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,5901701,Rakesh Kumar Tripathi Contractor And Supplier,20-Feb-2026 01:12 PM,Rejected-Finance,L2,10-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,5900556,SHAILENDRA VIKRAM CONTRACTOR,20-Feb-2026 09:46 AM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,5893521,SHRI KANT MISHRA CONTRACTOR,18-Feb-2026 05:40 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
