EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"22,700",No,fixed,,EE UPSCIDCO,BAREILLY,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,183-5/E.E. BLY/E-Tender/BLY/2026-27 Dt. 27.05.2026,2026_SCIDC_1154826_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of C.C. Road and Drain Work at Vill. Daieya Bhoj in Vasim House to Arfin House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Daieya Bhoj in Vasim House to Arfin House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Daieya Bhoj in Vasim House to Arfin House (Vidhayak Nidhi) ,NA ,"11,34,713",Civil Works - Roads,Const. of CC Road and Drain Work at Vill. Daieya ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"1,652",EE UPSCIDCO,BAREILLY,No,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee EMD and BOQ",Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",22-Jul-2026 03:33 PM,03-Jun-2026 02:00 PM,28-May-2026 03:33 PM,03-Jun-2026 01:00 PM,NA ,NA ,28-May-2026 09:00 AM,03-Jun-2026 01:00 PM,09-Jun-2026 11:00 AM,1.0,RTGS - RTGS Payment,AOC,Technical,Technical Bid Opening Summary,Charan Singh Arya,08-Jun-2026 05:34 PM,technical_2163361.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,10-Jun-2026 03:21 PM,finsummary_2163361.pdf (755.20 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,10-Jun-2026 02:28 PM,finance_2163361.pdf,BOQ Comparative Chart,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,09-Jun-2026 10:19 AM,09-Jun-2026 11:00 AM,techsummary_2163361.pdf (281.98 KB),10-Jun-2026,"INR 1,134,372.59",60.0,Bhaskar Mishra,16-Jun-2026 10:35 AM,LOI5.pdf (754.00 KB),Total Contract Value Rs. 1134372.59,1.0,6163508.0,Syed Construction,INR,"1,134,372.59",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1154826_1,183-5/E.E. BLY/E-Tender/BLY/2026-27 Dt. 27.05.2026,Construction of C.C. Road and Drain Work at Vill. Daieya Bhoj in Vasim House to Arfin House (Vidhayak Nidhi),1,6163546,Dhriti Enterprizes,03-Jun-2026 04:30 AM,Rejected-AOC,IInd Lowest Rate,16-Jun-2026 10:35 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6163508,Syed Construction,03-Jun-2026 02:34 AM,Accepted-AOC,Ist Lowest Rate,16-Jun-2026 10:35 AM,AOC
