Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,ok,Avnish Kumar,30-May-2026 02:33 PM,finance_2143819.pdf,BOQ Comparative Chart,02-Jun-2026,"INR 1,206,308",90.0,Avnish Kumar,02-Jun-2026 07:28 PM,cOMMETYnpk.pdf (98.00 KB),1.0,6137716.0,ANUSHKA CONSTRUCTION AND SUPPLIERS,23-May-2026 04:13 PM,Rejected-AOC,HIGH AMT BID,02-Jun-2026 07:28 PM,1.0,6145964.0,Shri Dhar Contractor And Supplier,INR,"1,206,308",Directorate of Local Bodies UP||Nagar Panchayat Kampil Farrukhabad,2026_DOLBU_1146386_8,747/NPKampil/2026-27,Moh Shankarpur Me Main Road se Talab Tak CC Nala Nirman Karya,eo je clerk,Internal,,Avnish Kumar,02-Jun-2026 06:40 PM,techsummary_2143819.pdf (97.88 KB),EO JE CLERK,Internal,,Avnish Kumar,02-Jun-2026 07:12 PM,finsummary_2143819.pdf (97.88 KB),AOC,Directorate of Local Bodies UP||Nagar Panchayat Kampil Farrukhabad,747/NPKampil/2026-27,2026_DOLBU_1146386_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,"24,200",No,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KAMPIL,"1,200",EXECUTIVE OFFICER,NAGAR PANCHAYAT KAMPIL,No,08-May-2026 10:00 AM,30-May-2026 11:00 AM,08-May-2026 10:00 AM,29-May-2026 05:00 PM,NA ,NA ,08-May-2026 10:00 AM,29-May-2026 05:00 PM,EXECUTIVE OFFICER,NAGAR PANCHAYAT KAMPIL,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER DOCUMENT,1,BC - Bankers Cheque,Moh Shankarpur Me Main Road se Talab Tak CC Nala Nirman Karya,Moh Shankarpur Me Main Road se Talab Tak CC Nala Nirman Karya,Please refer Tender documents. ,NA ,"12,08,000",Civil Works,NA ,Tender,90.0,NA ,NAGAR PANCHAYAT KAMPIL,209505.0,NA ,NA ,NA ,OFFICE NAGAR PANCHAYAT KAMPIL,No ,No,AOC
,,,,,,,,,,,,2.0,6136385.0,DEV CONSTRUCTION AND SUPPLIER,22-May-2026 05:14 PM,Rejected-AOC,HIGH AMT BID,02-Jun-2026 07:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3.0,6145964.0,Shri Dhar Contractor And Supplier,27-May-2026 03:33 PM,Accepted-AOC,L1,02-Jun-2026 07:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,AOC
