Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,L1 in lottery,DIVAKAR BHASKAR,23-May-2026 04:20 PM,,BOQ Comparative Chart,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1149928_1,75/AA-2/26-27,improvement of puliya near Nitin Sweet house in raje nagar ward 87 under zone 3,1.0,6129326.0,RITU BUILDERS,INR,"194,410",1,6130224,GAYATRI INFRATECH,20-May-2026 10:13 AM,Rejected-Finance,L2,08-Jun-2026 04:01 PM,12-Jun-2026,"INR 194,410",30.0,DIVAKAR BHASKAR,13-Jun-2026 06:34 PM,1149928ritu.pdf (390.00 KB),CE,Internal,,DIVAKAR BHASKAR,02-Jun-2026 03:37 PM,techsummary_2153122.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,08-Jun-2026 04:01 PM,finsummary_2153122.pdf (421.72 KB),AOC,"CHIEF ENGINEER, KMC",motijheel,improvement of puliya near Nitin Sweet house in raje nagar ward 87 under zone 3,improvement of puliya near Nitin Sweet house in raje nagar ward 87 under zone 3,Please refer Tender documents. ,NA ,"2,69,949",Civil Works,NA ,Tender,90.0,30.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Kanpur Municipal Corporation, Kanpur, UP",75/AA-2/26-27,2026_NNKAN_1149928_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,18-May-2026 02:00 PM,20-May-2026 04:00 PM,18-May-2026 02:00 PM,20-May-2026 03:00 PM,NA ,NA ,18-May-2026 02:00 PM,20-May-2026 03:00 PM,590.0,Nil,Nil,No,1.0,SBI Bank,"26,995",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,6125001,JAI PITAMBARA MAI CONSTRUNCTION,18-May-2026 03:18 PM,Rejected-Finance,L1,08-Jun-2026 04:01 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,6130132,M D ENTERPRISES,20-May-2026 09:39 AM,Rejected-Finance,L1,08-Jun-2026 04:01 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,6127907,M/s Parul Construction,19-May-2026 06:04 PM,Rejected-Finance,L1,08-Jun-2026 04:01 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,6127060,RADHARANI ENTERPRISES,19-May-2026 11:45 AM,Rejected-Finance,L1,08-Jun-2026 04:01 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,6129326,RITU BUILDERS,19-May-2026 08:40 PM,Accepted-AOC,AOC,13-Jun-2026 06:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,6130292,SHIV & RAM ENTERPRISES,20-May-2026 10:34 AM,Rejected-Finance,L3,08-Jun-2026 04:01 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,6130837,SHREE ENTERPRISES,20-May-2026 12:46 PM,Rejected-Finance,L1,08-Jun-2026 04:01 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
