EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"58,733",No,percentage,10.0%,Nil,Nil,"Chief Engineer, KNN","Chief Engineer office, KNN, Motijheel","1,180",Nil,Nil,No,Construction work of footpath from rambagh chauraha to 104A/358 under ward-59 zone-4.,Construction work of footpath from rambagh chauraha to 104A/358 under ward-59 zone-4.,Please refer Tender documents. ,NA ,"5,87,334",Civil Works,NA ,Tender,90.0,30.0,ward-59 sisamau north,208001.0,NA ,NA ,NA ,"Executive Engineer Office, Motijheel, Kanpur",No ,No,30-Apr-2026 12:00 PM,05-May-2026 04:00 PM,30-Apr-2026 12:00 PM,05-May-2026 03:00 PM,NA ,NA ,30-Apr-2026 12:00 PM,05-May-2026 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Affidavit of pending works on Rs. 100 stamp,1.0,SBI Bank,"Kanpur Municipal Corporation, Kanpur, UP",817/AA-4/25-26,2026_NNKAN_1142819_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EE 4,Internal,EE 4,MEENAKSHI AGARWAL,11-May-2026 12:24 PM,finsummary_2134267.pdf (44.15 KB),EE 4,Internal,EE 4,MEENAKSHI AGARWAL,10-May-2026 05:06 PM,techsummary_2134267.pdf (44.15 KB),29-May-2026,"INR 493,234",30.0,MEENAKSHI AGARWAL,18-Jun-2026 01:07 PM,817.pdf (67.00 KB),Agreement Deed Complete,1,6089994,A K ENTERPRISES,05-May-2026 12:52 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,1.0,6083227.0,YAQOOT TRADERS,INR,"493,234","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1142819_1,817/AA-4/25-26,Construction work of footpath from rambagh chauraha to 104A/358 under ward-59 zone-4.,Finance,TF,MEENAKSHI AGARWAL,07-May-2026 11:36 AM,finance_2134267.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,6086885,BALAJI BUILDERS,05-May-2026 11:31 AM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,6089857,ELITE CONSTRUCTION COMPANY,05-May-2026 11:10 AM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,6087898,KHATUSHYAM CONSTRUCTION AND TRADING COMPANY,04-May-2026 03:23 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,6088927,KSHAMA ENTERPRISES,04-May-2026 09:32 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,6089944,M/s Aone construction,05-May-2026 11:36 AM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,6089189,M/s Farhan Enterprises,05-May-2026 12:30 AM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,6083115,M/s KHUSHI CONTRACTOR &SUPPLIERS,04-May-2026 01:37 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,6082985,Ms/ Shah Enterprises,04-May-2026 01:30 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,6088775,M/s S.R. ENTERPRISES,04-May-2026 08:35 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
