Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
20-Jun-2026,"INR 855,330",30.0,Danish Haider Naqvi,20-Jun-2026 07:21 PM,cammetti.pdf (193.00 KB),ok,1,6058525,BHARGAV ENTERPRISES,21-Apr-2026 08:58 AM,Accepted-AOC,ok,20-Jun-2026 07:20 PM,Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1116019_2,6269(72)/NNA/2025-26,NIRMAN WORK,1.0,6058525.0,BHARGAV ENTERPRISES,INR,"855,330",Finance,ok,Rajesh Kumar,04-Jun-2026 04:52 PM,,BOQ Comparative Chart,CE,Internal,EE,Rajvir Singh,25-May-2026 04:55 PM,25-May-2026 05:00 PM,techsummary_2120050.pdf (193.38 KB),Technical,all documents complete,Rajesh Kumar,25-May-2026 01:22 PM,technical_2120050.pdf,ce,Internal,ee,Rajesh Kumar,04-Jun-2026 04:55 PM,finsummary_2120050.pdf (247.75 KB),AOC,10-Apr-2026 05:00 PM,22-Apr-2026 11:00 AM,10-Apr-2026 05:00 PM,21-Apr-2026 05:00 PM,NA ,NA ,10-Apr-2026 05:00 PM,21-Apr-2026 05:00 PM,25-May-2026 05:00 PM,"1,180",Nil,Nil,No,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6269(72)/NNA/2025-26,2026_DOLBU_1116019_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"87,000",No,fixed,,Nil,Nil,EE,NAGAR NIGAM ALIGARH,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"8,67,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,2,6058610,CHHATRAPATI ENTERPRISES,21-Apr-2026 09:20 AM,Rejected-Finance,ok,04-Jun-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC
