Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
21-Feb-2026,"INR 15,112,825.8",275.0,Rakesh Kumar Chaurasia,18-Jun-2026 04:27 PM,WORKORDERBoundarywallPolytechnicKataiJoyaAmrohaContractorCopy.pdf (1142.00 KB),Tender Award,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2026_UPRNS_1108304_1,23/E-TENDER/MEERUT-ZONE/25-26 DATED 19-01-2026,PROPOSED CONSTRUCTION OF BOUNDARYWALL AND GATE AT GOVERNMENT POLYTECHNIC KATAI JOYA DISTT. AMROHA (U.P.),1.0,5841933.0,M/s Mansoor Ahmad Contractor,INR,"15,112,825.8",1,5841933,M/s Mansoor Ahmad Contractor,04-Feb-2026 10:44 AM,Accepted-AOC,L-1,18-Jun-2026 04:28 PM,Technical,Technical Opened by Tender Committee,Rakesh Kumar Chaurasia,09-Feb-2026 01:46 PM,technical_2045950.pdf,"Rakesh Kumar Chaurasia, SE",Internal,"Sanjeev Kumar Singh EE, Girjesh EE, Rohit Kumar Gautam AE, Anil Kumar JE, Shaurya Pratap Singh Assistant Accountant",Rakesh Kumar Chaurasia,10-Feb-2026 12:33 PM,finsummary_2045950.pdf (1728.95 KB),Finance,Financial Opened by Tender Committee,Rakesh Kumar Chaurasia,10-Feb-2026 12:25 PM,finance_2045950.pdf,BOQ Comparative Chart,"Rakesh Kumar Chaurasia, SE",Internal,"Sanjeev Kumar Singh EE, Girjesh EE, Rohit Kumar Gautam AE, Anil Kumar JE, Shaurya Pratap Singh Assistant Accountant",Rakesh Kumar Chaurasia,09-Feb-2026 01:49 PM,09-Feb-2026 02:10 PM,techsummary_2045950.pdf (1167.71 KB),AOC,1.0,FDR - Fixed Deposit,"3,02,340",No,fixed,,EE UPRNSS,BIJNORE,"Rakesh Kumar Chaurasia, SE","Office of SE, 41 Basant Vihar, Kila Road, Meerut",21-Jan-2026 06:30 PM,04-Feb-2026 02:00 PM,21-Jan-2026 06:30 PM,04-Feb-2026 02:00 PM,NA ,NA ,21-Jan-2026 06:30 PM,04-Feb-2026 02:00 PM,09-Feb-2026 02:10 PM,PROPOSED CONSTRUCTION OF BOUNDARYWALL AND GATE AT GOVERNMENT POLYTECHNIC KATAI JOYA DISTT. AMROHA (U.P.),PROPOSED CONSTRUCTION OF BOUNDARYWALL AND GATE AT GOVERNMENT POLYTECHNIC KATAI JOYA DISTT. AMROHA (U.P.),Please refer Tender documents. ,NA ,"1,51,16,605",Civil Works - Buildings,NA ,Tender,90.0,275.0,KATAI JOYA DISTT. AMROHA,244222.0,NA ,NA ,NA ,MEERUT,No ,No,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,23/E-TENDER/MEERUT-ZONE/25-26 DATED 19-01-2026,2026_UPRNS_1108304_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,"7,080",EE UPRNSS,BIJNORE,No,AOC
,,,,,,,,,,,,,,,,2,5841270,M/S MORADABAD CONSTRUCTION AND ELECTRIFICATION,03-Feb-2026 06:15 PM,Rejected-Finance,Quoted Rates Are Higher,10-Feb-2026 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,AOC
,,,,,,,,,,,,,,,,3,5842054,SKYLINE BUILDERS,04-Feb-2026 11:11 AM,Rejected-Technical,All Documents not Complete as per Tender NIT,09-Feb-2026 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
