S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,6003510,MAA PITAMBRA ASSOCIATE,30-Mar-2026 08:39 AM,Rejected-Finance,2nd,23-Jun-2026 02:14 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JALAUN,2026_REDUP_1129373_1,41/EE/RED/2025-26,Construction of tin shed at a public place near Hanuman Ji temple in village Jayarampur of development block Kadaura,1.0,6003488.0,RAM JI DOHLIYA CONTRACTOR & SUPPLIERS,INR,"1,655,741.6",23-Jun-2026,"INR 1,655,741.6",90.0,Sheelendra Singh,23-Jun-2026 02:18 PM,232.pdf (164.00 KB),bond photo uplode,sheelendra singh,Internal,sharad srivastava anup kumar mishra,SHARAD SRIVASTAVA,02-Apr-2026 01:39 PM,04-Apr-2026 12:00 PM,techsummary_2106670.pdf (1890.20 KB),Finance,financial cover to be opened,SHARAD SRIVASTAVA,09-Apr-2026 05:33 PM,finance_2106670.pdf,BOQ Comparative Chart,sheelendra singh,Internal,sharad srivastava anup kumar mishra,Sheelendra Singh,23-Jun-2026 02:14 PM,finsummary_2106670.pdf (410.76 KB),Technical,trchnical cover to be opened,SHARAD SRIVASTAVA,02-Apr-2026 01:17 PM,technical_2106670.pdf,AOC,854.0,Nil,Nil,No,Construction of tin shed at a public place near Hanuman Ji temple in village Jayarampur of development block Kadaura,Construction of tin shed at a public place near Hanuman Ji temple in village Jayarampur of development block Kadaura,Please refer Tender documents. ,NA ,"16,58,000",Civil Works - Roads,NA ,Rate Contract,90.0,90.0,JALAUN,284001.0,NA ,NA ,NA ,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT,No ,No,1,Fee/PreQual/Technical,.pdf,NIT,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JALAUN,41/EE/RED/2025-26,2026_REDUP_1129373_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"37,000",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT,23-Mar-2026 06:00 PM,30-Mar-2026 12:30 PM,23-Mar-2026 06:00 PM,30-Mar-2026 12:00 PM,NA ,NA ,23-Mar-2026 06:00 PM,30-Mar-2026 12:00 PM,04-Apr-2026 12:00 PM,AOC
2,6003488,RAM JI DOHLIYA CONTRACTOR & SUPPLIERS,25-Mar-2026 08:28 AM,Accepted-AOC,Accepted,23-Jun-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
