Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Raghurampur me Asutosh ki Dukan se Kamta ke Ghar hote huwe Kamlesh Bhurji ke Ghar tak Interlocing Road Va Nali ka Karye,Raghurampur me Asutosh ki Dukan se Kamta ke Ghar hote huwe Kamlesh Bhurji ke Ghar tak Interlocing Road Va Nali ka Karye,Plz Refer Doc ,NA ,"27,03,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,Er Narendra Chaudhary,Vikas Bhawan Unnao,"2,384",Nil,Nil,No,27-Apr-2026 03:00 PM,04-May-2026 12:30 PM,27-Apr-2026 03:00 PM,04-May-2026 12:00 PM,NA ,NA ,27-Apr-2026 03:00 PM,04-May-2026 12:00 PM,19-May-2026 11:50 AM,"54,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,2026_REDUP_1142669_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,Er Narendra Chaudhry,Internal,,Surendra Yadav,19-May-2026 11:47 AM,19-May-2026 11:50 AM,techsummary_2133931.pdf (482.73 KB),Finance,Summary,Narendra chaudhary,15-Jun-2026 03:19 PM,finance_2133931.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,15-Jun-2026 03:21 PM,finsummary_2133931.pdf (1055.68 KB),Technical,Summnary,Surendra Yadav,19-May-2026 11:45 AM,technical_2133931.pdf,1,6084846,M/S DIPTI KATIYAR,03-May-2026 06:31 PM,Accepted-AOC,l1,15-Jun-2026 03:23 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1142669_1,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,Raghurampur me Asutosh ki Dukan se Kamta ke Ghar hote huwe Kamlesh Bhurji ke Ghar tak Interlocing Road Va Nali ka Karye,1.0,6084846.0,M/S DIPTI KATIYAR,INR,"2,683,723.57",15-Jun-2026,"INR 2,683,723.57",90.0,Narendra chaudhary,15-Jun-2026 03:23 PM,Dukan0004.pdf (1056.00 KB),l1,AOC
2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6085058,M/S SUNIL KUNAR,03-May-2026 04:31 PM,Rejected-AOC,l2,15-Jun-2026 03:23 PM,,,,,,,,,,,,,,,,,AOC
