S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6009333.0,TRIVENI CONSTRUCTION COMPANY,26-Mar-2026 03:18 PM,Accepted-AOC,AOC,30-Jun-2026 01:39 PM,1.0,6009333.0,TRIVENI CONSTRUCTION COMPANY,INR,"971,898",Directorate of Local Bodies UP||Mathura Municipal Corporation,2026_DOLBU_1126480_1,NNMV/NIRMAN/101/01-36,WORK NO. 01 OUT OF 36 WORKS.,30-Jun-2026,"INR 971,898",60.0,Office Representative-2,30-Jun-2026 01:39 PM,70.pdf (707.00 KB),Exen,Internal,Committee Members,Office Representative-3,29-Jun-2026 04:27 PM,finsummary_2100716.pdf (432.43 KB),Technical,1b,Office Representative-3,07-Apr-2026 02:59 PM,,CE civil,Internal,,Office Representative-2,27-Apr-2026 02:57 PM,28-Apr-2026 03:10 PM,techsummary_2100716.pdf (646.96 KB),Finance,01 Bid Recived,Office Representative-2,28-Apr-2026 03:52 PM,,BOQ Comparative Chart,AOC,710.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TENDER DOCS,WORK NO. 01 OUT OF 36 WORKS.,AS PER NIT,Please refer Tender documents. ,NA ,"9,97,330",Civil Works,NA ,Tender,90.0,NA ,NNMV,281003.0,NA ,NA ,NA ,NNMV,No ,No,C.E. CIVIL,NNMV,1.0,SBI Bank,Directorate of Local Bodies UP||Mathura Municipal Corporation,NNMV/NIRMAN/101/01-36,2026_DOLBU_1126480_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-Mar-2026 03:00 PM,28-Mar-2026 11:00 AM,18-Mar-2026 03:00 PM,27-Mar-2026 11:00 AM,NA ,NA ,18-Mar-2026 03:00 PM,27-Mar-2026 11:00 AM,28-Apr-2026 03:10 PM,"99,733",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
