Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Directorate of Local Bodies UP||Nagar Panchayat Amila Mau,130/NPA/CMNSY/2026-27 19,2026_DOLBU_1155856_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,000","EO Nagar Panchayat Amila, Mau","EO Nagar Panchayat Amila, Mau",No,"EO Nagar Panchayat Amila, Mau","EO Nagar Panchayat Amila, Mau",1.0,Fee/PreQual/Technical,.pdf,Technical Bid,1.0,RTGS - RTGS Payment,01-Jun-2026 05:00 PM,23-Jun-2026 02:00 PM,01-Jun-2026 05:00 PM,22-Jun-2026 11:00 AM,NA ,NA ,01-Jun-2026 05:00 PM,22-Jun-2026 11:00 AM,25-Jun-2026 10:00 AM,NP Amila CMNSY Yojana,Ward No. 14 Mo. Patel Nagar Me Maksudan Ke Makan Se Sanjay Ke Makan Tak Covered RCC Nala Nirman Ka Karya,Please refer Tender documents. ,"EO Nagar Panchayat Amila, Mau ","25,41,000",Civil Works - Others,Nala Work ,Tender,90.0,120.0,"EO Nagar Panchayat Amila, Mau",275301.0,NA ,NA ,NA ,"EO Nagar Panchayat Amila, Mau",No ,No,"2,54,100",No,percentage,10.0%,"EO Nagar Panchayat Amila, Mau","EO Nagar Panchayat Amila, Mau",AOC,"EO Nagar Panchayat Amila, Mau",Internal,,Rajesh Kumar,27-Jun-2026 08:32 PM,finsummary_2165359.pdf (87.65 KB),Technical,TEC,Rajesh Kumar,24-Jun-2026 01:29 PM,technical_2165359.pdf,"EO Nagar Panchayat Amila, Mau",Internal,,Rajesh Kumar,24-Jun-2026 01:32 PM,25-Jun-2026 10:00 AM,techsummary_2165359.pdf (87.65 KB),Finance,Chart,Rajesh Kumar,27-Jun-2026 08:26 PM,finance_2165359.pdf,BOQ Comparative Chart,1.0,6210379.0,M/S MANGLA PRASAD SINGH,INR,"2,525,754",Directorate of Local Bodies UP||Nagar Panchayat Amila Mau,2026_DOLBU_1155856_1,130/NPA/CMNSY/2026-27 19,NP Amila CMNSY Yojana,1,6210457,KANAK CONSTRUCTION,21-Jun-2026 04:32 PM,Rejected-AOC,HIGH ESTIMATE RATE,27-Jun-2026 08:37 PM,27-Jun-2026,"INR 2,525,754",120.0,Rajesh Kumar,27-Jun-2026 08:37 PM,19AOC.pdf (655.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finencial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6210379,M/S MANGLA PRASAD SINGH,21-Jun-2026 04:03 PM,Accepted-AOC,LOW ESTIMATE RATE,27-Jun-2026 08:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6211428,M/S PRAMOD KR SINGH CONTRACTOR,22-Jun-2026 08:18 AM,Rejected-AOC,HIGH ESTIMATE RATE,27-Jun-2026 08:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6211517,NITYA ENTERPRISES,22-Jun-2026 09:31 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Jun-2026 01:29 PM,,,,,,,AOC
