Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
01-Jun-2026,"INR 1,925,450",45.0,Rajvir Singh,01-Jun-2026 03:27 PM,cammetti.pdf (193.00 KB),OK,Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1116748_1,6269(285)/NNA/2025-26,NIRMAN WORK,1.0,5931409.0,M/s SINDHU KUMAR SHARMA CONTRACTOR,INR,"1,925,450",1,5933831,M/S LAKSHAY CONSTRUCTION,27-Feb-2026 03:35 PM,Rejected-Finance,OK,28-Apr-2026 07:38 PM,Finance,ok,Rajesh Kumar,28-Apr-2026 06:36 PM,,BOQ Comparative Chart,ce,Internal,ee,Rajvir Singh,18-Apr-2026 11:53 AM,18-Apr-2026 11:55 AM,techsummary_2077597.pdf (193.38 KB),Technical,All Documents Completed,Rajvir Singh,18-Apr-2026 11:45 AM,technical_2077597.pdf,CE,Internal,EE,Rajesh Kumar,28-Apr-2026 07:38 PM,finsummary_2077597.pdf (193.42 KB),AOC,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6269(285)/NNA/2025-26,2026_DOLBU_1116748_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"19,85,000",Civil Works,NA ,Tender,90.0,45.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,EE,NAGAR NIGAM ALIGARH,21-Feb-2026 05:00 PM,28-Feb-2026 11:00 AM,21-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,NA ,NA ,21-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,18-Apr-2026 11:55 AM,"2,360",Nil,Nil,No,"1,99,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,5931389,M/s. RAJPAL SINGH,26-Feb-2026 03:37 PM,Rejected-Finance,OK,28-Apr-2026 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5933698,M/S SATISH KUMAR,27-Feb-2026 02:26 PM,Rejected-Finance,OK,28-Apr-2026 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5931409,M/s SINDHU KUMAR SHARMA CONTRACTOR,26-Feb-2026 04:59 PM,Accepted-AOC,OK,01-Jun-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5933646,NARENDRA KUMAR AGARWAL,26-Feb-2026 07:06 PM,Rejected-Finance,OK,28-Apr-2026 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5931400,SHAH AND SONS,26-Feb-2026 03:49 PM,Rejected-Finance,OK,28-Apr-2026 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
