EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"7,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,378/EE/RED/2026-27/05-05-2026,2026_REDUP_1152159_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,27-May-2026 09:00 AM,05-Jun-2026 12:30 PM,27-May-2026 09:00 AM,04-Jun-2026 12:00 PM,NA ,NA ,27-May-2026 09:00 AM,04-Jun-2026 12:00 PM,12-Jun-2026 10:00 AM,EE RED DIV BALLIA,EE RED DIV BALLIA,LOT14 VIKAS KHAND SOHAV GRAM SABHA TIKARI ME SHIVMANGAL YADAV KE GHAR SE RAMASHREY YADAV KE DERA TAK INTERLOCKING KARYA,LOT14 VIKAS KHAND SOHAV GRAM SABHA TIKARI ME SHIVMANGAL YADAV KE GHAR SE RAMASHREY YADAV KE DERA TAK INTERLOCKING KARYA,Please refer Tender documents. ,NA ,"3,64,000",Civil Works,NA ,Tender,90.0,90.0,BALLIA,277001.0,NA ,NA ,NA ,EE RED BALLIA,No ,No,767.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,AOC,Technical,2 bid,Ratnesh Kumar Gond,08-Jun-2026 09:44 AM,,EE,Internal,aedao,Ratnesh Kumar Gond,16-Jun-2026 04:46 PM,finsummary_2158313.pdf (70.55 KB),Finance,2 bid,Ratnesh Kumar Gond,12-Jun-2026 02:01 PM,,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,11-Jun-2026 04:34 PM,12-Jun-2026 10:00 AM,techsummary_2158313.pdf (70.55 KB),24-Jun-2026,"INR 486,557.46",90.0,ROLI VISHVKARMA,24-Jun-2026 12:57 PM,rispansiv378.pdf (71.00 KB),aoc,1,6166172,M/s Ansh Enterprises,03-Jun-2026 09:16 PM,Accepted-AOC,aoc,24-Jun-2026 12:57 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1152159_1,378/EE/RED/2026-27/05-05-2026,LOT14 VIKAS KHAND SOHAV GRAM SABHA TIKARI ME SHIVMANGAL YADAV KE GHAR SE RAMASHREY YADAV KE DERA TAK INTERLOCKING KARYA,1.0,6166172.0,M/s Ansh Enterprises,INR,"486,557.46",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6166000,SONA CONTRUCTION,03-Jun-2026 08:03 PM,Rejected-Finance,second lowest,16-Jun-2026 04:46 PM,,,,,,,,,,AOC
