Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,WARD NO.28 ME MAIN C.C.ROAD SE DHANESH CHAND SHRIVASTAV KE GHAR HOTE HUYE CHANDRABALI CHUKLA KE GHAR TAK C.C.ROAD V RAMNATH DEORIA MOD TAK NALI NIRMAN KARYA,WARD NO.28 ME MAIN C.C.ROAD SE DHANESH CHAND SHRIVASTAV KE GHAR HOTE HUYE CHANDRABALI CHUKLA KE GHAR TAK C.C.ROAD V RAMNATH DEORIA MOD TAK NALI NIRMAN KARYA,Please refer Tender documents. ,NA ,"5,18,629",Civil Works,NA ,Tender,90.0,60.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,23-Apr-2026 04:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_248,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"51,863",No,fixed,,Nil,Nil,"1,112",Nil,Nil,No,EO NPP DEORIA,NPP DEORIA,1.0,SBI Bank,AOC,1,5996150,HARENDRA SINGH,23-Mar-2026 12:20 AM,Accepted-AOC,L1,29-Jun-2026 08:07 PM,1.0,5996150.0,HARENDRA SINGH,INR,"518,006",Technical,TECHNICAL BID OPENED,Sanjay kumar Tiwari,22-Apr-2026 01:53 PM,,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_248,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,WARD NO.28 ME MAIN C.C.ROAD SE DHANESH CHAND SHRIVASTAV KE GHAR HOTE HUYE CHANDRABALI CHUKLA KE GHAR TAK C.C.ROAD V RAMNATH DEORIA MOD TAK NALI NIRMAN KARYA,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Jai Ram Yadav,23-Apr-2026 03:38 PM,23-Apr-2026 04:00 PM,techsummary_2085574.pdf (493.99 KB),"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Poo Ja,24-Apr-2026 05:05 PM,finsummary_2085574.pdf (89.35 KB),23-Jun-2026,"INR 518,006",60.0,Sanjay kumar Tiwari,29-Jun-2026 08:07 PM,Scan_0003.pdf (525.00 KB),Finance,FINANCIAL BID OPENED,Sanjay kumar Tiwari,24-Apr-2026 11:55 AM,,BOQ Comparative Chart,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5996663,M/S DIWAKAR PANDEY,23-Mar-2026 12:49 AM,Rejected-Finance,L2,24-Apr-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5997022,M/S SWETANK FOUNDATION,23-Mar-2026 01:00 AM,Rejected-Finance,L3,24-Apr-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
