S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"55,280",Yes,percentage,2.0%,Nil,Nil,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,33 date 02.04.2026,2026_REDUP_1139354_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,E.E. R.E.D. GHAZIPUR,OFFICE E.E. R.E.D. GHAZIPUR,MEERPUR ME PICH ROAD SE ANU BASTI TAK ENTERLOCKING KARY,MEERPUR ME PICH ROAD SE ANU BASTI TAK ENTERLOCKING KARY,Please refer Tender documents. ,NA ,"27,64,000",Civil Works,NA ,Tender,90.0,90.0,GHAZIPUR,233001.0,NA ,NA ,NA ,OFFICE E.E. R.E.D. GHAZIPUR,No ,No,1,Fee/PreQual/Technical,.pdf,fee and document,20-Apr-2026 03:00 PM,05-May-2026 12:30 PM,20-Apr-2026 03:00 PM,05-May-2026 12:00 PM,NA ,NA ,20-Apr-2026 03:00 PM,05-May-2026 12:00 PM,05-Jun-2026 01:00 PM,1.0,date,Date,,AOC,EE,Internal,AE DAO,Puneet Kumar,12-Jun-2026 12:12 PM,finsummary_2127129.pdf (381.47 KB),Technical,open,Puneet Kumar,05-May-2026 04:42 PM,technical_2127129.pdf,EE,Internal,AE DAO,Puneet Kumar,30-May-2026 08:52 PM,05-Jun-2026 01:00 PM,techsummary_2127129.pdf (98.74 KB),Finance,open,Puneet Kumar,11-Jun-2026 07:02 PM,finance_2127129.pdf,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,2026_REDUP_1139354_9,33 date 02.04.2026,MEERPUR ME PICH ROAD SE ANU BASTI TAK ENTERLOCKING KARY,1.0,6080795.0,R V VENTURES,INR,"3,257,646",1,6085585,M/S RAMASHIS YADAV,03-May-2026 07:47 PM,Rejected-Finance,L2,12-Jun-2026 12:12 PM,30-Jun-2026,"INR 3,257,646",90.0,Puneet Kumar,30-Jun-2026 06:04 PM,b7.pdf (250.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6080795,R V VENTURES,02-May-2026 08:47 PM,Accepted-AOC,L1,30-Jun-2026 06:04 PM,,,,,,,,AOC
