Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
07-Apr-2026 10:00 AM,17-Apr-2026 03:30 PM,07-Apr-2026 10:00 AM,17-Apr-2026 03:00 PM,NA ,NA ,07-Apr-2026 10:00 AM,17-Apr-2026 03:00 PM,07-May-2026 11:00 AM,"2,800",Nil,Nil,No,"4,20,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur",13/S.E.-II/2025-26,2026_UPIDC_1133580_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Superintending Engineer,Office of the Superintending Engineer 2nd Circle Irrigation Works Kanpur,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT With Bid Document,Kanpur Shakha Ke kilometer 15.460 par Nahar tal ke Punarbharan ka karya.,Kanpur Shakha Ke kilometer 15.460 par Nahar tal ke Punarbharan ka karya.,Please refer Tender documents. ,NA ,"2,10,00,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Mainpuri,205001.0,Kanpur ,Office of the Superintending Engineer 2nd Circle Irrigation Works Kanpur ,08-Apr-2026 11:00 AM ,Kanpur,No ,No,AOC,S.E. Kaushlesh Prasad Pandey,Internal,1-S.E. Rakesh Kumar Chaubey 2-E.E. Rajeev Kumar,Kaushlesh Prasad Pandey,29-Apr-2026 07:01 PM,07-May-2026 11:00 AM,techsummary_2116711.pdf (559.20 KB),Finance,Financial Bid Opening Summary,Kaushlesh Prasad Pandey,16-May-2026 07:19 PM,finance_2116711.pdf,BOQ Comparative Chart,S.E. Kaushlesh Prasad Pandey,Internal,1. S.E. Rakesh Kumar Chaube 2. E.E. Mahendra Kumar,Kaushlesh Prasad Pandey,20-May-2026 11:22 PM,finsummary_2116711.pdf (386.20 KB),Technical,Technical Bid Opening Summary,Kaushlesh Prasad Pandey,23-Apr-2026 06:08 PM,technical_2116711.pdf,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur",2026_UPIDC_1133580_1,13/S.E.-II/2025-26,Kanpur Shakha Ke kilometer 15.460 par Nahar tal ke Punarbharan ka karya.,1.0,6053805.0,M/S KARTKEYA CONTRACTORS,INR,"12,812,526.88",1,6053870,ARUN CONSTRUCTION,17-Apr-2026 01:18 PM,Rejected-Technical,Non Responsive,29-Apr-2026 07:01 PM,21-Jun-2026,"INR 12,812,526.88",180.0,Kaushlesh Prasad Pandey,23-Jun-2026 03:34 PM,AOCPunarbharan.pdf (543.00 KB),Above Contract Valu is Without GST,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6052732,GLOBAL INFRATECH INDIA PVT LTD,17-Apr-2026 12:04 PM,Rejected-Finance,Quoted Amount is not Lowest By Bidder. Bidder is L3,20-May-2026 11:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6049296,KRISHNA CONSTRUCTION,17-Apr-2026 01:00 PM,Rejected-Finance,Quoted Amount is not Lowest By Bidder. Bidder is L2,20-May-2026 11:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6053805,M/S KARTKEYA CONTRACTORS,17-Apr-2026 12:46 PM,Accepted-AOC,Bidder is L1,23-Jun-2026 03:34 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6048490,M/S KUMAR MANGLAM CONSTRUCTION,16-Apr-2026 07:12 PM,Rejected-Finance,Quoted Amount is not Lowest By Bidder. Bidder is L5,20-May-2026 11:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6053507,M/s PARI ENTERPRISES,17-Apr-2026 10:51 AM,Rejected-Finance,Quoted Amount is not Lowest By Bidder. Bidder is L7,20-May-2026 11:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6053994,M/s SHRI MAHIPAL SINGH,17-Apr-2026 02:47 PM,Rejected-Technical,Non Responsive,29-Apr-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6054001,M/S Vinay Construction,17-Apr-2026 02:39 PM,Rejected-Finance,Quoted Amount is not Lowest By Bidder. Bidder is L4,20-May-2026 11:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6053561,M/s VINAY KUMAR CONTRACTOR,17-Apr-2026 11:25 AM,Rejected-Technical,Non Responsive,29-Apr-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6052961,singh iron industries,17-Apr-2026 01:35 PM,Rejected-Finance,Quoted Amount is not Lowest By Bidder. Bidder is L6,20-May-2026 11:22 PM,,,,,,,,AOC
