Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of Proposed Building of Community Centre at Gram Panchyat Mahuyipuri Block Ahirori Distt. Hardoi,Construction of Proposed Building of Community Centre at Gram Panchyat Mahuyipuri Block Ahirori Distt. Hardoi,Construction of Proposed Building of Community Centre at Gram Panchyat Mahuyipuri Block Ahirori Distt. Hardoi ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,180.0,Hardoi,241001.0,NA ,NA ,NA ,Berihana nikat dakghar Lucknow Road Hardoi,No ,No,16-May-2026 04:00 PM,25-May-2026 02:00 PM,16-May-2026 04:00 PM,25-May-2026 12:00 PM,NA ,NA ,16-May-2026 04:00 PM,25-May-2026 12:00 PM,26-May-2026 01:00 PM,1.0,RTGS - RTGS Payment,1,Fee/PreQual/Technical,.pdf,"Tender fee, EMD and document","2,360",UPSCIDCOLTD,Hardoi,No,Executive Engineer,UPSCIDCO LTD Berihana nikat dakghar Lucknow Road Hardoi,"1,22,000",No,fixed,,UPSCIDCOLTD,Hardoi,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Lucknow,23/EE/Hardoi/E-tender/2026-27,2026_SCIDC_1149436_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Finance,Attached,Girish Chandra Joshi,26-May-2026 02:03 PM,finance_2151843.pdf,BOQ Comparative Chart,Shri Babu Ram,Internal,Attached,Girish Chandra Joshi,26-May-2026 12:56 PM,26-May-2026 01:00 PM,techsummary_2151843.pdf (583.93 KB),Technical,Attached,Girish Chandra Joshi,26-May-2026 12:48 PM,technical_2151843.pdf,Shri Babu Ram,Internal,Attached,Girish Chandra Joshi,26-May-2026 02:05 PM,finsummary_2151843.pdf (583.93 KB),27-May-2026,"INR 6,078,673.29",180.0,Girish Chandra Joshi,01-Jun-2026 03:46 PM,Karyadeshmohipuri.pdf (1057.00 KB),Attached,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Lucknow,2026_SCIDC_1149436_1,23/EE/Hardoi/E-tender/2026-27,Construction of Proposed Building of Community Centre at Gram Panchyat Mahuyipuri Block Ahirori Distt. Hardoi,1.0,6137924.0,k n enterprises,INR,"6,078,673.29",1,6137924,k n enterprises,23-May-2026 05:52 PM,Accepted-AOC,Lowest Rate Accepted,01-Jun-2026 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6138075,MS MAA ENTERPRISES,23-May-2026 08:14 PM,Rejected-Finance,Quoted Amount Rate in High,26-May-2026 02:05 PM,AOC
