S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,Earth work in Removing Berm/Thek of Beso Trunk Drain between Km. 55.100 to 45.000,Earth work in Removing Berm Thek of Drain,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Ghazipur,233001.0,NA ,NA ,NA ,AZAMGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,e-Document,EXECTIVE ENGINEER,"EXECTIVE ENGINEER SARDA SAHAYAK KHAND-32, AZAMGARH","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",01/E.E./2026-27,2026_UPIDC_1147046_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,03,000",Yes,fixed,,Nil,Nil,11-May-2026 10:00 AM,18-May-2026 01:00 PM,11-May-2026 10:30 AM,18-May-2026 11:00 AM,NA ,NA ,11-May-2026 10:30 AM,18-May-2026 11:00 AM,30-May-2026 01:00 PM,354.0,Nil,Nil,No,AOC,H.Gupta,Internal,,Harshendra Gupta,12-Jun-2026 07:49 PM,finsummary_2145299.pdf (338.73 KB),Technical,2 Bidder Technically Qualified and 2 Bidder Not Technically Qualified,Harshendra Gupta,28-May-2026 10:26 AM,,H.Gupta,Internal,,Harshendra Gupta,28-May-2026 11:14 AM,30-May-2026 01:00 PM,techsummary_2145299.pdf (334.01 KB),Finance,all Admitted,Harshendra Gupta,12-Jun-2026 07:41 PM,,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2026_UPIDC_1147046_1,01/E.E./2026-27,Earth work in Removing Berm/Thek of Beso Trunk Drain between Km. 55.100 to 45.000,1.0,6122038.0,Ms A S Construction,INR,"2,002,808",1,6122038,Ms A S Construction,17-May-2026 06:02 PM,Accepted-AOC,L1,12-Jun-2026 07:53 PM,12-Jun-2026,"INR 2,002,808",15.0,Harshendra Gupta,12-Jun-2026 07:53 PM,001.pdf (339.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Fee and EMD Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6123147,M/S BABU LAL YADAV THIKEDAR,18-May-2026 01:35 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-May-2026 10:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6122067,M/S JAGDISH CONSTRUCTION AND SUPPLIERS,17-May-2026 06:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-May-2026 10:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6122080,PAYASI CONSTRUCTION,17-May-2026 06:31 PM,Rejected-AOC,L2,12-Jun-2026 07:53 PM,,,,,,,AOC
