Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"DAO, AE, EE",Internal,,VIKAS KUREEL,16-May-2026 02:01 PM,18-May-2026 11:00 AM,techsummary_2124268.pdf (279.51 KB),16-Jun-2026,"INR 2,054,344",90.0,VIKAS KUREEL,24-Jun-2026 05:06 PM,Pahadpur1.pdf (412.00 KB),Technical,Summary,VIKAS KUREEL,12-May-2026 12:11 PM,,1.0,6085150.0,M/S VIKASH ENTERPRISES,INR,"2,054,344","DAO, AE, EE",Internal,,VIKAS KUREEL,23-May-2026 02:12 PM,finsummary_2124268.pdf (289.16 KB),Finance,Summary,VIKAS KUREEL,20-May-2026 05:10 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,2026_REDUP_1137177_52,13/RED/E-Tender/2026-27 Date 02-04-2026,Block Vijayipur Antargat Gram Pahadpur Mukhya Marge se Primary Pathshala Hokar Chhedilal Pal Ke Ghar Tak CC Road Nirman.,1.0,6094638.0,M/S J. P. CONTRACTOR,08-May-2026 12:03 AM,Rejected-Finance,REJECT,23-May-2026 02:12 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,EE RED FATEHPUR,VIKAS BHAWAN FATEHPUR,854.0,Nil,Nil,No,Block Vijayipur Antargat Gram Pahadpur Mukhya Marge se Primary Pathshala Hokar Chhedilal Pal Ke Ghar Tak CC Road Nirman.,Block Vijayipur Antargat Gram Pahadpur Mukhya Marge se Primary Pathshala Hokar Chhedilal Pal Ke Ghar Tak CC Road Nirman.,PREFIRED NIT ,NA ,"20,77,000",Civil Works,NA ,Tender,90.0,90.0,FATEHPUR,212601.0,VIKAS BHAWAN FATEHPUR ,VIKAS BHAWAN FATEHPUR ,05-May-2026 12:00 PM ,VIKAS BHAWAN FATEHPUR,No ,No,1.0,SBI Bank,02-May-2026 12:00 PM,09-May-2026 11:00 AM,02-May-2026 12:00 PM,08-May-2026 06:00 PM,NA ,NA ,02-May-2026 12:00 PM,08-May-2026 06:00 PM,18-May-2026 11:00 AM,"44,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,13/RED/E-Tender/2026-27 Date 02-04-2026,2026_REDUP_1137177_52,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6085150.0,M/S VIKASH ENTERPRISES,07-May-2026 11:25 PM,Accepted-AOC,AWARDED,24-Jun-2026 05:05 PM,AOC,,,.pdf,BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
