S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,2026_REDUP_1140200_78,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Jaunpur, Construction of Road from Sujanganj Road in Badlapur to Satyaprakash Singh house in front of Karenpur Shiv Mandir, Lot No 78","Under District Jaunpur, Construction of Road from Sujanganj Road in Badlapur to Satyaprakash Singh house in front of Karenpur Shiv Mandir, Lot No 78",Please refer Tender documents. ,NA ,"32,31,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur ",24-Apr-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,22-Apr-2026 06:00 PM,08-May-2026 12:30 PM,22-Apr-2026 06:00 PM,08-May-2026 12:00 PM,NA ,NA ,22-Apr-2026 06:00 PM,08-May-2026 12:00 PM,18-May-2026 12:00 PM,"64,620",No,percentage,2.0%,Nil,Nil,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur",AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1140200_78,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,"Under District Jaunpur, Construction of Road from Sujanganj Road in Badlapur to Satyaprakash Singh house in front of Karenpur Shiv Mandir, Lot No 78",1,6093194,PRAKASH CONSTRUCTION,08-May-2026 11:19 AM,Accepted-AOC,AOC,19-Jun-2026 08:58 PM,1.0,6093194.0,PRAKASH CONSTRUCTION,INR,"3,805,881",Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,19-Jun-2026 07:53 PM,finsummary_2129690.pdf (164.29 KB),Finance,Summary,Alok Kumar,18-May-2026 02:26 PM,,BOQ Comparative Chart,Technical,Summary,Alok Kumar,08-May-2026 05:13 PM,,20-Jun-2026,"INR 3,805,881",90.0,JAI PRAKASH,19-Jun-2026 08:58 PM,2376_78.pdf (164.00 KB),Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,13-May-2026 07:49 PM,18-May-2026 12:00 PM,techsummary_2129690.pdf (386.16 KB),AOC
,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6093178,RUDRANSH ENTERPRISES,08-May-2026 10:48 AM,Rejected-Finance,Rejected,19-Jun-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
