Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
677.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DOC,EE TCD Prayagraj,Office EE TCD Prayagraj,1.0,SBI Bank,"8,100",No,percentage,2.0%,Nil,Nil,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer(TCD) Allahabad,08/EE/TWCD/2025-26,2026_UPIDM_1124135_5,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,25-Apr-2026 11:00 AM,04-May-2026 12:00 PM,25-Apr-2026 11:00 AM,04-May-2026 10:00 AM,NA ,NA ,25-Apr-2026 11:00 AM,04-May-2026 10:00 AM,30-May-2026 05:30 PM,Drilling of Bore,Drilling of Bore (600x450mm) of state tubewell of 150 mtr depth of 1.5 cusec capacity to provide irrigation facility in District-Prayagraj. GST Extra,Please refer Tender documents. ,NA ,"4,05,000",Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,90.0,90.0,Dist-Prayagraj,211001.0,NA ,NA ,NA ,Office EE TCD Prayagraj,No ,No,AOC,Gaurav Srivastava EE TCD Prayagraj,Internal,Shri Shashteswar Nath EE MLCD Prayagraj,Gaurav Srivastava,30-May-2026 05:13 PM,30-May-2026 05:30 PM,techsummary_2132335.pdf (232.58 KB),Finance,financially qualified,Gaurav Srivastava,01-Jun-2026 01:35 PM,finance_2132335.pdf,BOQ Comparative Chart,Sri Gaurav Srivastava EE TCD Prayagraj,Internal,Sri Shashteshwar Nath EE MLCD Prayagraj,Gaurav Srivastava,23-Jun-2026 04:33 PM,finsummary_2132335.pdf (23.27 KB),Technical,technically qualified,Gaurav Srivastava,30-May-2026 04:12 PM,technical_2132335.pdf,1,6081587,M/s SAURABH ENTERPRISES,03-May-2026 01:20 AM,Rejected-Finance,L2,23-Jun-2026 04:33 PM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer(TCD) Allahabad,2026_UPIDM_1124135_5,08/EE/TWCD/2025-26,Drilling of Bore,1.0,6082803.0,SWAJAL CONSTRUCTION,INR,"279,045",23-Jun-2026,"INR 279,045",90.0,Gaurav Srivastava,23-Jun-2026 04:36 PM,boqh.pdf (23.00 KB),L1,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6083662,SHIV SHAKTI BOREWELL,02-May-2026 04:41 PM,Rejected-Finance,L3,23-Jun-2026 04:33 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6082803,SWAJAL CONSTRUCTION,02-May-2026 10:39 AM,Accepted-AOC,L1,23-Jun-2026 04:36 PM,,,,,,,,,,,,,,,,,AOC
