Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Interlocking work from Chandrashekhar Singh house to Amrit Sarovar in village Katai of development block Palhna-21,Interlocking work from Chandrashekhar Singh house to Amrit Sarovar in village Katai of development block Palhna-21,Please Refer Tender Document ,NA ,"19,14,000",Civil Works,NA ,Tender,90.0,90.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,DD and EMD,E.E. R.E.D. Division Azamgarh,R.E.D. Department Viakas Bhawan Azamgarh,"1,194",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2172/RED/Tender/ST/2025-26 Dt 28.03.2026,2026_REDUP_1142842_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,29-Apr-2026 04:00 PM,06-May-2026 01:00 PM,29-Apr-2026 04:00 PM,06-May-2026 12:00 PM,29-Apr-2026 04:00 PM ,06-May-2026 12:00 PM ,29-Apr-2026 04:00 PM,06-May-2026 12:00 PM,15-May-2026 12:00 PM,"38,000",No,fixed,,Nil,Nil,AOC,Finance,FIN,MANOJ KUMAR SINGH,22-Jun-2026 10:43 AM,finance_2134387.pdf,BOQ Comparative Chart,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,13-May-2026 05:24 PM,15-May-2026 12:00 PM,techsummary_2134387.pdf (1513.46 KB),Technical,TEC,MANOJ KUMAR SINGH,13-May-2026 05:17 PM,technical_2134387.pdf,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,22-Jun-2026 10:46 AM,finsummary_2134387.pdf (1513.46 KB),22-Jun-2026,"INR 1,621,057.34",90.0,MANOJ KUMAR SINGH,22-Jun-2026 10:48 AM,UR2.pdf (419.00 KB),Date of Start Date of Comp,1.0,6091019.0,AKHILENDRA SINGH,05-May-2026 09:58 PM,Rejected-AOC,Highest Rate,22-Jun-2026 10:48 AM,1.0,6091154.0,m/s urmila construction,INR,"1,621,057.34",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2026_REDUP_1142842_1,2172/RED/Tender/ST/2025-26 Dt 28.03.2026,Interlocking work from Chandrashekhar Singh house to Amrit Sarovar in village Katai of development block Palhna-21,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6091154.0,m/s urmila construction,06-May-2026 11:51 AM,Accepted-AOC,Lowest Rate,22-Jun-2026 10:48 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FinancialDocument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
