Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,05/SE-AGRA/E-TENDER/2026-27,2026_UPRNS_1135608_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,BG - Bank Guarantee,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA","8,850",EE,ETAWAH,No,CONSTRUCTION OF TYPE-II RESIDENCE (18 NOS.) AT DISTRICT JAIL ETAWAH IN DISTRICT- ETAWAH (U.P.),CONSTRUCTION OF TYPE-II RESIDENCE (18 NOS.) AT DISTRICT JAIL ETAWAH IN DISTRICT- ETAWAH (U.P.),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,720.0,"DISTRICT JAIL, ETAWAH",209625.0,NA ,NA ,NA ,AGRA,No ,No,"9,96,520",Yes,fixed,,EE,ETAWAH,10-Apr-2026 03:30 PM,25-Apr-2026 10:00 AM,10-Apr-2026 03:30 PM,24-Apr-2026 05:00 PM,NA ,NA ,10-Apr-2026 03:30 PM,24-Apr-2026 05:00 PM,29-Apr-2026 02:00 PM,AOC,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",ARUN YADAV,30-Apr-2026 10:51 AM,finsummary_2120291.pdf (296.11 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,29-Apr-2026 01:54 PM,technical_2120291.pdf,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,29-Apr-2026 01:56 PM,29-Apr-2026 02:00 PM,techsummary_2120291.pdf (296.15 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,ARUN YADAV,30-Apr-2026 10:48 AM,finance_2120291.pdf,BOQ Comparative Chart,1,6066683,M/S ANAND ENTERPRISES,24-Apr-2026 03:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2026 01:54 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1135608_1,05/SE-AGRA/E-TENDER/2026-27,CONSTRUCTION OF TYPE-II RESIDENCE (18 NOS.) AT DISTRICT JAIL ETAWAH IN DISTRICT- ETAWAH (U.P.),1.0,6064564.0,M/S SHISHU PRATAP SINGH CONTRACTOR,INR,"49,751,261",19-May-2026,"INR 49,751,261",720.0,NAGENDRA YADAV,04-Jun-2026 11:47 AM,05.pdf (175.00 KB),QUOTED AMOUNT LOWER THAN OTHER BIDER,AOC
,,,,,,,,,,,,,,2,FDR - Fixed Deposit,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6064564,M/S SHISHU PRATAP SINGH CONTRACTOR,23-Apr-2026 03:13 PM,Accepted-AOC,QUOTED AMOUNT LOWER THAN OTHER BIDER,04-Jun-2026 11:47 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6064778,vineet and associates,23-Apr-2026 04:48 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,30-Apr-2026 10:51 AM,,,,,,,,,,,,,,,,,AOC
