Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
11-Jun-2026,"INR 3,297,011.032",90.0,Pradeep Pal,11-Jun-2026 07:01 PM,H.pdf (761.00 KB),EE AE DAO,1.0,6092608.0,SHRI PUNEET KUMAR DIXIT,INR,"3,297,011.032",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,2026_REDUP_1138996_1,LETTAR NO 2411 DATE 31.03.2026,VIKAS KHAND BHARAWAN KE GRAM SABHA PWANYAN ME BHARAWAN HADHA MARG SE PAWAYAN BHAGWANTPUR MARG TAK HOTE HUYE DINESH MISHRA KE GHAR TAK INTERLOCKING KARYA,1,6097274,BRIJESH TIWARI,07-May-2026 09:08 PM,Rejected-AOC,RESPONSIVE,11-Jun-2026 07:01 PM,Technical,EE AE DAO,Pradeep Pal,15-May-2026 01:23 PM,technical_2126594.pdf,EE,Internal,EE AE DAO,Pradeep Pal,11-Jun-2026 06:59 PM,finsummary_2126594.pdf (761.44 KB),Finance,EE AE DAO,Pradeep Pal,11-Jun-2026 06:57 PM,finance_2126594.pdf,BOQ Comparative Chart,EE,Internal,EE AE DAO,Pradeep Pal,15-May-2026 02:42 PM,16-May-2026 02:00 PM,techsummary_2126594.pdf (497.34 KB),AOC,21-Apr-2026 10:00 AM,11-May-2026 12:30 PM,21-Apr-2026 10:00 AM,11-May-2026 12:00 PM,NA ,NA ,21-Apr-2026 10:00 AM,11-May-2026 12:00 PM,16-May-2026 02:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,LETTAR NO 2411 DATE 31.03.2026,2026_REDUP_1138996_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,E.E.R.E.D. HARDOI,E.E.R.E.D. HARDOI,"67,000",Yes,fixed,,Nil,Nil,944.0,Nil,Nil,No,VIKAS KHAND BHARAWAN KE GRAM SABHA PWANYAN ME BHARAWAN HADHA MARG SE PAWAYAN BHAGWANTPUR MARG TAK HOTE HUYE DINESH MISHRA KE GHAR TAK INTERLOCKING KARYA,VIKAS KHAND BHARAWAN KE GRAM SABHA PWANYAN ME BHARAWAN HADHA MARG SE PAWAYAN BHAGWANTPUR MARG TAK HOTE HUYE DINESH MISHRA KE GHAR TAK INTERLOCKING KARYA,VIKAS KHAND BHARAWAN KE GRAM SABHA PWANYAN ME BHARAWAN HADHA MARG SE PAWAYAN BHAGWANTPUR MARG TAK HOTE HUYE DINESH MISHRA KE GHAR TAK INTERLOCKING KARYA ,NA ,"33,22,000",Civil Works,NA ,Tender,90.0,90.0,HARDOI,241001.0,NA ,NA ,NA ,E.E.R.E.D. HARDOI,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,,,,,,,,2,6099325,PRAVEEN KUMAR BAJPAI,08-May-2026 02:44 PM,Rejected-Technical,NON-RESPONSIVE,15-May-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,3,6099797,RAHUL MISHRA CONTRACTOR AND SUPPLIER,08-May-2026 06:18 PM,Rejected-Technical,NON-RESPONSIVE,15-May-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6100855,SAKSHI SINGH CHAUHAN,09-May-2026 06:28 PM,Rejected-Technical,NON-RESPONSIVE,15-May-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6099135,Shri Balaji Singh Agencies,08-May-2026 02:21 PM,Rejected-Technical,NON-RESPONSIVE,15-May-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6092608,SHRI PUNEET KUMAR DIXIT,11-May-2026 10:31 AM,Accepted-AOC,RESPONSIVE,11-Jun-2026 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
