Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
24-Jun-2026,"INR 1,466,847",90.0,Neeraj Kumar,24-Jun-2026 11:46 AM,2378_10.pdf (723.00 KB),Technical,Summary,Neeraj Kumar,14-May-2026 04:10 PM,,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",JAI PRAKASH,18-May-2026 11:30 AM,22-May-2026 12:00 PM,techsummary_2135879.pdf (173.03 KB),1.0,6083466.0,SURENDRAVEER VIKRAM BAHADUR SINGH,INR,"1,466,847",Finance,Summary,Neeraj Kumar,23-May-2026 01:58 PM,,BOQ Comparative Chart,Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,24-Jun-2026 11:40 AM,finsummary_2135879.pdf (722.71 KB),1,6083499,SUNIL KUMAR SINGH,14-May-2026 10:59 AM,Rejected-Finance,Rejected,22-Jul-2026 11:40 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1143413_10,2378/EE RED Jaunpur/25-26 Dt 30/03/2026,"Under District Jaunpur, Construction of road from Jaunpur Azamgarh Road Village Mustafabad, Keshavpur Shilpkar Basti to Kerakat, Lot No 10",AOC,"Under District Jaunpur, Construction of road from Jaunpur Azamgarh Road Village Mustafabad, Keshavpur Shilpkar Basti to Kerakat, Lot No 10","Under District Jaunpur, Construction of road from Jaunpur Azamgarh Road Village Mustafabad, Keshavpur Shilpkar Basti to Kerakat, Lot No 10",Please refer Tender documents. ,NA ,"12,43,000",Civil Works,NA ,Tender,90.0,NA ,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur  ",30-Apr-2026 09:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,1.0,SBI Bank,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur",29-Apr-2026 12:00 PM,14-May-2026 12:30 PM,29-Apr-2026 12:00 PM,14-May-2026 12:00 PM,NA ,NA ,29-Apr-2026 12:00 PM,14-May-2026 12:00 PM,22-May-2026 12:00 PM,"24,860",No,percentage,2.0%,Nil,Nil,944.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2378/EE RED Jaunpur/25-26 Dt 30/03/2026,2026_REDUP_1143413_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6083466,SURENDRAVEER VIKRAM BAHADUR SINGH,14-May-2026 10:36 AM,Accepted-AOC,AOC,24-Jun-2026 11:45 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,AOC
