S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,Ward-71 Sanjaynagar N-Block HIG boundary wall repair and interlocking tiles work from N-16 to N-03.,Ward-71 Sanjaynagar N-Block HIG boundary wall repair and interlocking tiles work from N-16 to N-03.,Please refer Tender documents. ,NA ,"9,77,217",Civil Works,NA ,Tender,90.0,NA ,CE,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,"1,416",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"29,317",No,percentage,3.0%,Nil,Nil,CE,Ghaziabad Nagar Nigam,25-Feb-2026 02:00 PM,03-Mar-2026 03:30 PM,25-Feb-2026 02:00 PM,03-Mar-2026 03:00 PM,NA ,NA ,25-Feb-2026 02:00 PM,03-Mar-2026 03:00 PM,16-Apr-2026 02:00 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,110/Nirman/2025-26 Date 21.02.2026,2026_DOLBU_1119907_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,5944103.0,M/S PRAKSH CONSTRUCTION COMPANY,INR,"830,634",Finance,Finance,narendra kumar chaudhary,16-Apr-2026 04:29 PM,,BOQ Comparative Chart,ce,Internal,,Kuldeep Kumar Tamar,09-Jun-2026 04:34 PM,finsummary_2083031.pdf (404.64 KB),1,5938174,ANUSHKA ENTERPRISES,28-Feb-2026 03:26 PM,Rejected-Technical,all requried not complete,15-Apr-2026 04:43 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1119907_21,110/Nirman/2025-26 Date 21.02.2026,Ward-71 Sanjaynagar N-Block HIG boundary wall repair and interlocking tiles work from N-16 to N-03.,09-Jun-2026,"INR 830,634",60.0,Kuldeep Kumar Tamar,09-Jun-2026 04:41 PM,21110.pdf (405.00 KB),Technical,Technical,narendra kumar chaudhary,06-Mar-2026 05:17 PM,,CE,Internal,,narendra kumar chaudhary,15-Apr-2026 04:43 PM,16-Apr-2026 02:00 PM,techsummary_2083031.pdf (2177.29 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5941718,A.S Constructions,02-Mar-2026 05:49 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5944572,Bhushan Enterprises,02-Mar-2026 05:31 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5944194,M/S B J M ASSOCIATES,02-Mar-2026 04:08 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,5941667,M/S BRIGHT SANITARY STORE,28-Feb-2026 07:32 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,5945415,MS BUILDWELL,03-Mar-2026 11:57 AM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,5941845,M/S CHOUDHARY ASSOCIATES,01-Mar-2026 07:35 AM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,5944103,M/S PRAKSH CONSTRUCTION COMPANY,02-Mar-2026 02:50 PM,Accepted-AOC,L1,09-Jun-2026 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,5937559,M/S RAHUL BUILDERS,28-Feb-2026 02:59 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,5944013,M/s RAJBALA ENTERPRISES,02-Mar-2026 02:09 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,11,5944173,M/S SUDHISH KUMAR JAIN,02-Mar-2026 03:34 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,12,5940146,Pranava Infratech,01-Mar-2026 07:04 PM,Rejected-Technical,all requried not complete,15-Apr-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,13,5936077,Sarthak construction,03-Mar-2026 09:15 AM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,14,5945541,Shree Radhey Constructions,03-Mar-2026 12:52 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,15,5941988,URVASHI CEMENT UDYOG,02-Mar-2026 06:24 PM,Rejected-Finance,l2,09-Jun-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
