Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,360",Nil,Nil,No,1.0,SBI Bank,"1,43,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"14,34,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6269(124)/NNA/2025-26,2026_DOLBU_1116051_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE,NAGAR NIGAM ALIGARH,21-Feb-2026 05:00 PM,28-Feb-2026 11:00 AM,21-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,NA ,NA ,21-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,13-Apr-2026 04:00 PM,AOC,CE,Internal,EE,Rajvir Singh,13-Apr-2026 03:41 PM,13-Apr-2026 04:00 PM,techsummary_2076637.pdf (193.38 KB),Finance,ok,Rajesh Kumar,28-Apr-2026 06:44 PM,,BOQ Comparative Chart,CE,Internal,EE,Rajesh Kumar,29-Apr-2026 04:39 PM,finsummary_2076637.pdf (553.56 KB),Technical,All Documents Completed,Danish Haider Naqvi,13-Apr-2026 01:53 PM,technical_2076637.pdf,1.0,5936318.0,VIJAY CONSTRUCTION,INR,"1,430,128",Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1116051_1,6269(124)/NNA/2025-26,NIRMAN WORK,1,5933055,M/S SURYA BUILDERS,26-Feb-2026 08:45 PM,Rejected-Finance,OK,29-Apr-2026 04:39 PM,01-Jun-2026,"INR 1,430,128",30.0,Rajesh Kumar,01-Jun-2026 11:29 AM,T124.pdf (554.00 KB),ok,AOC
,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5933130,NAMRITA CONSTRUCTION,27-Feb-2026 09:06 AM,Rejected-Finance,OK,29-Apr-2026 04:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5936318,VIJAY CONSTRUCTION,27-Feb-2026 12:49 PM,Accepted-AOC,ok,01-Jun-2026 11:29 AM,,,,,,,,AOC
