Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Sanjay kumar Tiwari,20-Apr-2026 02:55 PM,20-Apr-2026 03:00 PM,techsummary_2085368.pdf (476.30 KB),"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Jai Ram Yadav,21-Apr-2026 08:42 AM,finsummary_2085368.pdf (94.74 KB),27-May-2026,"INR 364,802",60.0,Sanjay kumar Tiwari,09-Jun-2026 05:04 PM,Scan_0010.pdf (574.00 KB),Finance,FINANCIAL BID OPENED,Jai Ram Yadav,20-Apr-2026 09:07 PM,,BOQ Comparative Chart,1,5990023,ANNANT TIWARI,20-Mar-2026 02:55 AM,Accepted-AOC,L1,09-Jun-2026 05:04 PM,1.0,5990023.0,ANNANT TIWARI,INR,"364,802",Technical,TECHNICAL BID OPENED,Jai Ram Yadav,18-Apr-2026 01:13 PM,,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_169,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,"WARD NO.20 ME JAYPRAKASH KANNAUJIYA KE GHAR SE SUDHKAR MATHUR KE GHAR TAK MITTI KHADNJA , SIDEWALL, V NALI NIRMAN KARYA",AOC,"WARD NO.20 ME JAYPRAKASH KANNAUJIYA KE GHAR SE SUDHKAR MATHUR KE GHAR TAK MITTI KHADNJA , SIDEWALL, V NALI NIRMAN KARYA","WARD NO.20 ME JAYPRAKASH KANNAUJIYA KE GHAR SE SUDHKAR MATHUR KE GHAR TAK MITTI KHADNJA , SIDEWALL, V NALI NIRMAN KARYA",Please refer Tender documents. ,NA ,"3,65,314",Civil Works,NA ,Tender,90.0,60.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,20-Apr-2026 03:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_169,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,931.0,Nil,Nil,No,"36,531",No,fixed,,Nil,Nil,EO NPP DEORIA,NPP DEORIA,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,5990005,m/s pradeep kumar pandey,20-Mar-2026 03:27 AM,Rejected-Finance,L3,21-Apr-2026 08:42 AM,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3,5990044,M/S RAM BAHADUR CONTRACTOR,20-Mar-2026 03:10 AM,Rejected-Finance,L2,21-Apr-2026 08:42 AM,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
