Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Extraction of sand by Mannualy / By rajasthani tractors from bed of Feeder channel from km 0.000 to 1.000 during closer period month May/June 2026,Extraction of sand by Mannualy / By rajasthani tractors from bed of Feeder channel from km 0.000 to 1.000 during closer period month May/June 2026,Please refer Tender documents. ,NA ,"20,62,480",Civil Construction Goods,NA ,Rate Contract,90.0,30.0,EE id shardanagar lakhimpur kheri,262726.0,NA ,NA ,NA ,EE id shardanagar lakhimpur kheri,No ,No,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,nit,02-May-2026 10:00 AM,11-May-2026 11:30 AM,02-May-2026 10:00 AM,11-May-2026 11:00 AM,NA ,NA ,02-May-2026 10:00 AM,11-May-2026 11:00 AM,13-May-2026 01:00 PM,1.0,SBI Bank,"5,15,620",No,fixed,,Nil,Nil,EE id shardanagar lakhimpur kheri,EE id shardanagar lakhimpur kheri,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||IDSN, lakhimpur khiri",01/EE/IDS/Silt/2026-27,2026_UPIDC_1144033_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,AOC,Technical,technical,Karan Pal,11-May-2026 12:09 PM,,ee id shardanagar lakhimpur kheri,Internal,ee id shardanagar lakhimpur kheri,Karan Pal,27-May-2026 12:27 PM,finsummary_2137322.pdf (1260.32 KB),Finance,fin,Karan Pal,27-May-2026 12:20 PM,,BOQ Comparative Chart,ee id shardanagar lakhimpur kheri,Internal,ee id shardanagar lakhimpur kheri,Karan Pal,12-May-2026 05:33 PM,13-May-2026 01:00 PM,techsummary_2137322.pdf (1260.32 KB),27-May-2026,"INR 2,681,224",30.0,Karan Pal,03-Jun-2026 04:06 PM,hanumant01.pdf (1843.00 KB),aoc,1,6103885,Jagat Construction,10-May-2026 07:37 PM,Rejected-Finance,due to lower rate,27-May-2026 12:27 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||IDSN, lakhimpur khiri",2026_UPIDC_1144033_1,01/EE/IDS/Silt/2026-27,Extraction of sand by Mannualy / By rajasthani tractors from bed of Feeder channel from km 0.000 to 1.000 during closer period month May/June 2026,1.0,6103848.0,M/S HANUMAT CONSTRUCTION,INR,"2,681,224",AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6103848,M/S HANUMAT CONSTRUCTION,11-May-2026 10:19 AM,Accepted-AOC,Required paper submitted,03-Jun-2026 04:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6100569,PATEL TRADERS,11-May-2026 09:58 AM,Rejected-Finance,due to lower rate,27-May-2026 12:27 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6102306,R S TRADERS,11-May-2026 10:07 AM,Rejected-Finance,due to lower rate,27-May-2026 12:27 PM,,,,,,,,,,AOC
