Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Kanpur Municipal Corporation, Kanpur, UP",754/AA-2/25-26,2026_NNKAN_1133141_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"98,879",No,percentage,10.0%,Nil,Nil,"CHIEF ENGINEER, KMC",MOtijheel,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,"1,180",Nil,Nil,No,04-Apr-2026 11:40 AM,04-Apr-2026 04:00 PM,04-Apr-2026 11:40 AM,04-Apr-2026 03:00 PM,NA ,NA ,04-Apr-2026 11:40 AM,04-Apr-2026 03:00 PM,Improvement of Road and Drain from A.K Singh House To Anil Patel house besides shiv kripa lawn in dwivedi nagar ward 22 under zone 2,Improvement of Road and Drain from A.K Singh House To Anil Patel house besides shiv kripa lawn in dwivedi nagar ward 22 under zone 2,Please refer Tender documents. ,NA ,"9,88,794",Civil Works,NA ,Tender,90.0,45.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,AOC,CE,Internal,,DIVAKAR BHASKAR,06-Apr-2026 10:05 PM,techsummary_2115163.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,17-Apr-2026 05:34 PM,finsummary_2115163.pdf (194.18 KB),Finance,SHREE ENTERPRISES,DIVAKAR BHASKAR,06-Apr-2026 03:21 PM,,BOQ Comparative Chart,09-Jun-2026,"INR 837,123",45.0,DIVAKAR BHASKAR,09-Jun-2026 11:43 PM,754shree.pdf (1399.00 KB),"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1133141_1,754/AA-2/25-26,Improvement of Road and Drain from A.K Singh House To Anil Patel house besides shiv kripa lawn in dwivedi nagar ward 22 under zone 2,1.0,6029142.0,SHREE ENTERPRISES,INR,"837,123",1,6029142,SHREE ENTERPRISES,04-Apr-2026 12:24 PM,Accepted-AOC,aoc,09-Jun-2026 11:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6029106,SHREE SHIVAY INFRA,04-Apr-2026 12:43 PM,Rejected-Finance,L2,17-Apr-2026 05:34 PM,AOC
