S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6142762.0,PARAG ENTERPRISES,INR,"639,718.5","Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur||Provincial Division, PWD Ghazipur",2026_CEUVZ_1152010_2,2011/10 Lekha dt. 22.05.2026,Work Replacing the damaged Verandah inside the Record Room Criminal Forms Collectrate,1,6142762,PARAG ENTERPRISES,26-May-2026 01:47 PM,Accepted-AOC,60ee,16-Jun-2026 01:41 PM,16-Jun-2026,"INR 639,718.5",90.0,Brindavan Lal Gautam,16-Jun-2026 01:41 PM,60Parag.pdf (670.00 KB),60EE,BRINDAVAN LAL GAUTAM,Internal,kiran pal,Brindavan Lal Gautam,03-Jun-2026 11:24 AM,03-Jun-2026 03:00 PM,techsummary_2158075.pdf (434.31 KB),Finance,admitted,Brindavan Lal Gautam,16-Jun-2026 01:33 PM,,BOQ Comparative Chart,BRINDAVAN LAL GAUTAM,Internal,kiran Pal,Brindavan Lal Gautam,16-Jun-2026 01:38 PM,finsummary_2158075.pdf (670.01 KB),Technical,accept,Brindavan Lal Gautam,03-Jun-2026 11:20 AM,,AOC,"68,000",Yes,fixed,,Nil,Nil,23-May-2026 12:00 PM,28-May-2026 12:30 PM,23-May-2026 12:00 PM,28-May-2026 12:00 PM,NA ,NA ,23-May-2026 12:00 PM,28-May-2026 12:00 PM,03-Jun-2026 03:00 PM,1,Fee/PreQual/Technical,.pdf,tech,1.0,SBI Bank,Executive Engineer,EE PD GHAZIPUR,Work Replacing the damaged Verandah inside the Record Room Criminal Forms Collectrate,Work Replacing the damaged Verandah inside the Record Room Criminal Forms Collectrate,Please refer Tender documents. ,NA ,"6,80,000",Civil Works - Bridges,NA ,Tender,90.0,90.0,Ghazipur,233001.0,NA ,NA ,NA ,EE PD GHAZIPUR,No ,No,"Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur||Provincial Division, PWD Ghazipur",2011/10 Lekha dt. 22.05.2026,2026_CEUVZ_1152010_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,856.0,Nil,Nil,No,AOC
,,,,,,,,,2,6143457,SANGRAM RAM,26-May-2026 01:24 PM,Rejected-Finance,Not Qualified AOC,16-Jun-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
