Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Maintenance of Masiyawantal Drain from Km. 23.600 to 37.600,Maintenance of Masiyawantal Drain from Km. 23.600 to 37.600 Distt. Amethi,Please refer Tender documents. ,NA ,"17,55,000",Civil Works,NA ,Tender,90.0,30.0,Amethi,227405.0,NA ,NA ,NA ,Online,No ,No,"1,76,000",No,fixed,,Nil,Nil,"1,180",Nil,Nil,No,1.0,SBI Bank,22-May-2026 01:00 PM,01-Jun-2026 11:00 AM,22-May-2026 01:00 PM,30-May-2026 05:00 PM,NA ,NA ,22-May-2026 01:00 PM,30-May-2026 05:00 PM,02-Jun-2026 11:00 AM,Executive Engineer,Office of Executive Engineer Irrigation Division-2 Sultanpur,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow||ID-2, sultanpur",279/id2SLP/Retender/Dt.20.4.26,2026_UPIDC_1151927_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Doc,AOC,Technical,Total 02 bid received and all bidders have qualified for Financial Bid Opening,Vijay Singh,01-Jun-2026 04:16 PM,technical_2157813.pdf,Vijay Singh E.E.,Internal,Arvind Kr. Pandey E.E. Faujdar Ram E.E.,Vijay Singh,02-Jun-2026 01:06 PM,finsummary_2157813.pdf (217.74 KB),Finance,SINGH CONSTRUCTION is L1,Vijay Singh,02-Jun-2026 12:50 PM,finance_2157813.pdf,BOQ Comparative Chart,Vijay Singh E.E.,Internal,Arvind Kr. Pandey E.E. Faujdar Ram E.E.,Vijay Singh,01-Jun-2026 04:23 PM,02-Jun-2026 11:00 AM,techsummary_2157813.pdf (214.04 KB),03-Jun-2026,"INR 1,734,565",30.0,Vijay Singh,09-Jun-2026 08:22 PM,AOCMassiyon.pdf (422.00 KB),M/s Singh Construction Village - Rohasi Khurd Pargana Amethi Distti. Amethi,1.0,6145223.0,M/S RISHIRAJ BUILDERS AND SUPPLIERS,27-May-2026 11:32 AM,Rejected-AOC,-0.74 percent below,09-Jun-2026 08:22 PM,1.0,6151790.0,SINGH CONSTRUCTION,INR,"1,734,565","U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow||ID-2, sultanpur",2026_UPIDC_1151927_1,279/id2SLP/Retender/Dt.20.4.26,Maintenance of Masiyawantal Drain from Km. 23.600 to 37.600,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Fee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6151790.0,SINGH CONSTRUCTION,30-May-2026 03:08 PM,Accepted-AOC,-1.16 percent below,09-Jun-2026 08:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
