Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage
24-Jun-2026,"INR 2,423,974.58",90.0,Mobin Khan,24-Jun-2026 05:42 PM,Wrk.pdf (553.00 KB),Directorate of Local Bodies UP||Nagar Panchayat Gopamau Hardoi,2026_DOLBU_1132412_1,"372/NPG/E-TENDER/2025-2026, DATE 30-03-2026",MOHALLA FARRASH UTTARI ME MATRU KE MAKAAN SE SAFDAR BABA KE MAKAAN TAK CC ROAD EVAM NALI NIRMANKARYA.,1.0,6048588.0,M/S KAMAL VERMA THEKEDAR,INR,"2,423,974.58",1.0,6048588.0,M/S KAMAL VERMA THEKEDAR,15-Apr-2026 12:10 PM,Accepted-AOC,Lowest Rate,24-Jun-2026 05:42 PM,Finance,Bid admitted for financial evaluation.,Mobin Khan,20-May-2026 06:05 PM,,BOQ Comparative Chart,Executive Officer,Internal,"Executive Officer, Clerk. JE (Civil)",Dinesh Kumar,04-May-2026 02:33 PM,04-May-2026 02:40 PM,techsummary_2113531.pdf (329.84 KB),Technical,Bid admitted for technical evaluation.,Dinesh Kumar,21-Apr-2026 01:56 PM,,Executive Officer,Internal,"Executive Officer, Clerk, JE (Civil).",Mobin Khan,19-Jun-2026 02:05 PM,finsummary_2113531.pdf (762.66 KB),AOC,Executive Officer,"NAGAR PANCHAYAT GOPAMAU, HARDOI",MOHALLA FARRASH UTTARI ME MATRU KE MAKAAN SE SAFDAR BABA KE MAKAAN TAK CC ROAD EVAM NALI NIRMANKARYA.,MOHALLA FARRASH UTTARI ME MATRU KE MAKAAN SE SAFDAR BABA KE MAKAAN TAK CC ROAD EVAM NALI NIRMANKARYA.,Please refer Tender documents. ,NA ,"24,24,217",Civil Works,NA ,Tender,90.0,90.0,Nagar Panchayat Gopamau,241404.0,NA ,NA ,NA ,Nagar Panchayat Gopamau,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Gopamau Hardoi,"372/NPG/E-TENDER/2025-2026, DATE 30-03-2026",2026_DOLBU_1132412_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"2,424",Executive Officer,Nagar Panchayat Gopamau,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,"48,484",No,fixed,,Executive Officer,Nagar Panchayat Gopamau,02-Apr-2026 10:00 AM,17-Apr-2026 11:00 AM,02-Apr-2026 10:00 AM,15-Apr-2026 05:00 PM,NA ,NA ,02-Apr-2026 10:00 AM,15-Apr-2026 05:00 PM,04-May-2026 02:40 PM,1,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,AOC
