EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,41,960",No,percentage,2.0%,Nil,Nil,"2,714",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,19/SE RED Gorakhpur/Deoria/26-27 Dt 20/04/2026,2026_REDUP_1149857_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-May-2026 01:00 PM,01-Jun-2026 12:30 PM,18-May-2026 01:00 PM,30-May-2026 12:00 PM,NA ,NA ,18-May-2026 01:00 PM,30-May-2026 12:00 PM,09-Jun-2026 11:00 AM,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"Under District Deoria, Construction work of road from Khand Bankata Budhi Marg Pitch Marg to Ahirauli Baghel South Patti Agricultural Warehouse (Hand in Hand Strip Pitch Road), Lot No 15","Under District Deoria, Construction work of road from Khand Bankata Budhi Marg Pitch Marg to Ahirauli Baghel South Patti Agricultural Warehouse (Hand in Hand Strip Pitch Road), Lot No 15",Please refer Tender documents. ,NA ,"70,98,000",Civil Works,NA ,Tender,90.0,NA ,Deoria,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur  ",20-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,1.0,SBI Bank,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur",AOC,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,18-Jun-2026 09:25 AM,finsummary_2153048.pdf (1131.71 KB),Finance,Summary,Dileep Shukla,09-Jun-2026 02:46 PM,,BOQ Comparative Chart,1.0,6137852.0,M/S FBS CONSTRUCTION,INR,"8,371,384.07",1,6138401,M/S AMETHIYA CONSTRUCTION,28-May-2026 02:32 PM,Rejected-Finance,Rejected,18-Jun-2026 09:25 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1149857_15,19/SE RED Gorakhpur/Deoria/26-27 Dt 20/04/2026,"Under District Deoria, Construction work of road from Khand Bankata Budhi Marg Pitch Marg to Ahirauli Baghel South Patti Agricultural Warehouse (Hand in Hand Strip Pitch Road), Lot No 15",18-Jun-2026,"INR 8,371,384.07",270.0,Dileep Shukla,18-Jun-2026 10:04 AM,19_15.pdf (1132.00 KB),Technical,Summary,Dileep Shukla,01-Jun-2026 04:03 PM,,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Vivek Priya EE RED Gorakhpur, Er Surya Prakash EE RED Deoria, Mr Kanhaiya Lal DAO RED Deoria",Dileep Shukla,05-Jun-2026 09:02 AM,09-Jun-2026 11:00 AM,techsummary_2153048.pdf (152.99 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6137852,M/S FBS CONSTRUCTION,29-May-2026 03:16 PM,Accepted-AOC,AOC,18-Jun-2026 10:04 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
