S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,SBI Bank,"38,300",No,fixed,,Nil,Nil,770.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,All tender documents scan original copies,Vishisht Atithigreh(Yamuna) Dalibagh ki balcony me bani porch ki marammat kar shade daalne ka karya avem dormitori ke jeernoddhar sudhrikaran ke antergat vibhinn civil sambandhi karya.,Vishisht Atithigreh(Yamuna) Dalibagh ki balcony me bani porch ki marammat kar shade daalne ka karya avem dormitori ke jeernoddhar sudhrikaran ke antergat vibhinn civil sambandhi karya.,Please refer Tender documents. ,NA ,"3,83,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,09-Apr-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,08-Apr-2026 09:00 AM,13-Apr-2026 12:30 PM,08-Apr-2026 09:00 AM,13-Apr-2026 12:00 PM,NA ,NA ,08-Apr-2026 09:00 AM,13-Apr-2026 12:00 PM,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,631/E-Tender/2025-26 dt. 01.04.2026,2026_PWDBL_1134223_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,24-Jun-2026 05:45 PM,finsummary_2117375.pdf (2524.74 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,24-Jun-2026 05:43 PM,techsummary_2117375.pdf (2524.74 KB),1.0,6042075.0,M.K ENTERPRISES,INR,"378,430",Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1134223_2,631/E-Tender/2025-26 dt. 01.04.2026,Vishisht Atithigreh(Yamuna) Dalibagh ki balcony me bani porch ki marammat kar shade daalne ka karya avem dormitori ke jeernoddhar sudhrikaran ke antergat vibhinn civil sambandhi karya.,1,6039700,A K T ASSOCIATES,12-Apr-2026 07:30 PM,Rejected-Finance,Financial bid Rejected due to L2,24-Jun-2026 05:45 PM,24-Jun-2026,"INR 378,430",30.0,DILIP KUMAR,24-Jun-2026 05:50 PM,967.pdf (735.00 KB),AOC for Acceptance No 967 date 02.06.2026,Finance,Evaluation Letter,DILIP KUMAR,18-Apr-2026 01:36 PM,finance_2117375.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6042075,M.K ENTERPRISES,12-Apr-2026 07:12 PM,Accepted-AOC,Financial bid is accepted at the Price Rs. 378430.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,24-Jun-2026 05:50 PM,,,,,,,,,,,,,,AOC
