Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"1,416",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,119/Nirman/2026-27 Date 22.04.2026,2026_DOLBU_1142879_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,00,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"Invitation of rates for the work of culvert, drain, divider, footpath, road side track repair, construction and barricading under Ghaziabad Municipal Corporation area.","Invitation of rates for the work of culvert, drain, divider, footpath, road side track repair, construction and barricading under Ghaziabad Municipal Corporation area.",Please refer Tender documents. ,NA ,"1,27,023",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,CE,Ghaziabad Nagar Nigam,1.0,Condition,Other,,28-Apr-2026 09:00 AM,04-May-2026 03:30 PM,28-Apr-2026 09:00 AM,04-May-2026 03:00 PM,NA ,NA ,28-Apr-2026 09:00 AM,04-May-2026 03:00 PM,13-May-2026 11:00 AM,AOC,1,6087789,A3R ENTERPRISE,04-May-2026 02:55 PM,Rejected-AOC,L2,17-Jun-2026 11:44 AM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1142879_15,119/Nirman/2026-27 Date 22.04.2026,"Invitation of rates for the work of culvert, drain, divider, footpath, road side track repair, construction and barricading under Ghaziabad Municipal Corporation area.",1.0,6078907.0,Dynamic AssociateS,INR,"107,969.97",CE,Internal,,Kuldeep Kumar Tamar,17-Jun-2026 11:26 AM,finsummary_2134530.pdf (711.54 KB),Finance,Finance,narendra kumar chaudhary,13-May-2026 11:36 AM,,BOQ Comparative Chart,CE,Internal,,Kuldeep Kumar Tamar,12-May-2026 06:37 PM,13-May-2026 11:00 AM,techsummary_2134530.pdf (3859.28 KB),Technical,Technical,Kuldeep Kumar Tamar,05-May-2026 11:34 AM,,17-Jun-2026,"INR 107,969.97",3.0,Kuldeep Kumar Tamar,17-Jun-2026 11:44 AM,15119.pdf (712.00 KB),AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6079923,ANJALI CONSTRUCTION,30-Apr-2026 11:32 AM,Rejected-Technical,all requried not complete,12-May-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6086699,A P CONSTRUCTION COMPANY,04-May-2026 11:12 AM,Rejected-AOC,L2,17-Jun-2026 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,6087774,A.S Constructions,04-May-2026 02:56 PM,Rejected-Technical,all requried not complete,12-May-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,6082699,BALAJI CONSTRUUCTION,02-May-2026 08:31 AM,Rejected-AOC,L2,17-Jun-2026 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,6087237,Bhushan Enterprises,04-May-2026 12:51 PM,Rejected-AOC,L2,17-Jun-2026 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,6086790,Cotec Builders,04-May-2026 12:09 PM,Rejected-AOC,L2,17-Jun-2026 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,6078907,Dynamic AssociateS,03-May-2026 05:44 PM,Accepted-AOC,L1,17-Jun-2026 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,6083286,GARGSON INFRATECH PRIVATE LIMITED,02-May-2026 01:56 PM,Rejected-AOC,L2,17-Jun-2026 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,6086481,Gobind Construction company,04-May-2026 09:51 AM,Rejected-AOC,L2,17-Jun-2026 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
