Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
08-Jun-2026,"INR 118,240.85",30.0,Satyawan Singh,08-Jun-2026 02:03 PM,nikaykeprocessingPlanChart.pdf (768.00 KB),1.0,6142590.0,KANHA CONSTRUCTION,INR,"118,240.85",Directorate of Local Bodies UP||Nagar Panchayat Kirawali Agra,2026_DOLBU_1140480_2,18/NPK/2026-27,Nikay ke processing plant ke pas C and D ka nirman karya.,1,6142590,KANHA CONSTRUCTION,26-May-2026 09:02 AM,Accepted-AOC,L1,08-Jun-2026 02:03 PM,Finance,Financial bid admitted,Satyawan Singh,08-Jun-2026 12:07 PM,,BOQ Comparative Chart,Mohammad Raza,Internal,"Monu Singh JE, Satyavan Singh Clerk.",Satyawan Singh,04-Jun-2026 01:49 PM,04-Jun-2026 01:50 PM,techsummary_2153684.pdf (306.39 KB),Technical,Technical bid admitted,Satyawan Singh,04-Jun-2026 12:53 PM,,Mohammad Raza,Internal,"Monu Singh JE, Satyavan Singh CLERK.",Satyawan Singh,08-Jun-2026 12:45 PM,finsummary_2153684.pdf (312.67 KB),AOC,118.0,EO,"Nagar Panchayat Kiraoli, Agra",No,EO,"Office of Nagar Panchayat Kiraoli, Agra, 283122 UP",1,FDR - Fixed Deposit,Nikay ke processing plant ke pas C and D ka nirman karya.,Construction Work,Please refer Tender documents. ,NA ,"1,18,300",Civil Works,NA ,Tender,60.0,60.0,"Nagar Panchayat Kiraoli, Agra",283122.0,NA ,NA ,NA ,"Office of Nagar Panchayat Kiraoli, Agra",No ,No,19-May-2026 05:45 PM,26-May-2026 12:00 PM,19-May-2026 05:45 PM,26-May-2026 10:00 AM,NA ,NA ,19-May-2026 06:00 PM,26-May-2026 10:00 AM,04-Jun-2026 01:50 PM,1,Fee/PreQual/Technical,.pdf,Tender Docs,Directorate of Local Bodies UP||Nagar Panchayat Kirawali Agra,18/NPK/2026-27,2026_DOLBU_1140480_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"11,830",No,fixed,,EO,"Nagar Panchayat Kiraoli, Agra",AOC
,,,,,,,,,,,,,,,2,6142552,M/S PRATHVI CONSTRUCTION,26-May-2026 08:40 AM,Rejected-Finance,L2,08-Jun-2026 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Docs,,,,,,,,,,,,,,,,,,,,,AOC
