Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Technical,ok,Avinash Kumar,04-Apr-2026 04:56 PM,technical_2092643.pdf,30-Apr-2026,"INR 1,019,229.048",90.0,Avinash Kumar,18-Jun-2026 12:06 PM,BidFoundsuccessfull.pdf (19.00 KB),Executive Engineer,Internal,,Parmod Kumar,08-Apr-2026 09:44 AM,08-Apr-2026 10:00 AM,techsummary_2092643.pdf (78.98 KB),1,5975293,ARJUN CONSTRUCTION,16-Mar-2026 09:12 AM,Accepted-AOC,L1,18-Jun-2026 12:06 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,2026_REDUP_1119769_12,1079/EERED/TENDER/2025-26/ Dt 28-01-2026,GRAM BHATU MAI ISRAR KE MAKAN SE SHAMEEM KE MAKAN TAK CC ROAD NIRMAN KARYA.,1.0,5975293.0,ARJUN CONSTRUCTION,INR,"1,019,229.048",Executive Engineer,Internal,,Avinash Kumar,08-Apr-2026 11:59 AM,finsummary_2092643.pdf (19.39 KB),Finance,ok,Avinash Kumar,08-Apr-2026 11:53 AM,,BOQ Comparative Chart,AOC,10-Mar-2026 04:00 PM,16-Mar-2026 12:30 PM,10-Mar-2026 04:00 PM,16-Mar-2026 10:30 AM,NA ,NA ,10-Mar-2026 04:00 PM,16-Mar-2026 10:30 AM,08-Apr-2026 10:00 AM,EE RED Shamli,"EE RED Office, Shamli",1.0,SBI Bank,GRAM BHATU MAI ISRAR KE MAKAN SE SHAMEEM KE MAKAN TAK CC ROAD NIRMAN KARYA.,GRAM BHATU MAI ISRAR KE MAKAN SE SHAMEEM KE MAKAN TAK CC ROAD NIRMAN KARYA.,Please refer Tender documents. ,NA ,,Construction Works,NA ,Tender,90.0,90.0,SHAMLI,247776.0,NA ,NA ,NA ,"EE RED Office, Shamli",No ,No,"21,000",No,fixed,,Nil,Nil,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,1079/EERED/TENDER/2025-26/ Dt 28-01-2026,2026_REDUP_1119769_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Docoments,AOC
,,,,,,,,,,,,,,,,,,2,5974774,M/S CHOUDHARY CONSTRUCTION,15-Mar-2026 07:30 PM,Rejected-Finance,L2,08-Apr-2026 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
