S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,DD - Demand Draft,vikas khand hanumanganj ke antargat vibhinn sthanon par 08 adad high mast solar light ka sthapna/lagaane ka karya.,vikas khand hanumanganj ke antargat vibhinn sthanon par 08 adad high mast solar light ka sthapna/lagaane ka karya.,NIT ,NA ,"9,53,000",Civil Works,NA ,Tender,90.0,90.0,KP HANUMANGANJ,277001.0,NA ,NA ,NA ,BDO OFFICE HANUMANGANJ,No ,No,500.0,BDO HANUMANGANJ,HANUMANGANJ,No,BDO HANUMANGANJ,BDO OFFICE HANUMANGANJ,"19,060",No,percentage,2.0%,BDO HANUMANGANJ,HANUMANGANJ,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Hanumanganj,LT NO 298 DT 11-06-2026 LOT NO 13,2026_RDUP_1160156_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,12-Jun-2026 05:00 PM,29-Jun-2026 04:00 PM,12-Jun-2026 05:00 PM,29-Jun-2026 03:00 PM,NA ,NA ,12-Jun-2026 05:00 PM,29-Jun-2026 03:00 PM,30-Jun-2026 04:10 PM,AOC,"RAJAN KUMAR, BDO, MITHILESH KUMAR GOND, JE RED, VIJAYSHANKAR SINGH, INCHARGE ADO PANCHAYAT, VINOD KUMAR, ACCOUNTANT",Internal,"RAJAN KUMAR, BDO, MITHILESH KUMAR GOND, JE RED, VIJAYSHANKAR SINGH, INCHARGE ADO PANCHAYAT, VINOD KUMAR, ACCOUNTANT",RAJAN KUMAR,30-Jun-2026 05:00 PM,finsummary_2174280.pdf (171.00 KB),Technical,Bid Opening Summary,RAJAN KUMAR,29-Jun-2026 07:39 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Hanumanganj,2026_RDUP_1160156_1,LT NO 298 DT 11-06-2026 LOT NO 13,vikas khand hanumanganj ke antargat vibhinn sthanon par 08 adad high mast solar light ka sthapna/lagaane ka karya.,1.0,6222200.0,SRI ABHAY NARAYAN YADAV,INR,"952,237.6",1.0,6222277.0,DIWAN YADAV,28-Jun-2026 08:31 PM,Rejected-AOC,L3,30-Jun-2026 06:01 PM,30-Jun-2026,"INR 952,237.6",90.0,RAJAN KUMAR,30-Jun-2026 06:01 PM,13.pdf (58.00 KB),AOC,Finance,Bid Opening Summary,RAJAN KUMAR,30-Jun-2026 04:47 PM,,BOQ Comparative Chart,"RAJAN KUMAR, BDO, MITHILESH KUMAR GOND, JE RED, VIJAYSHANKAR SINGH, INCHARGE ADO PANCHAYAT, VINOD KUMAR, ACCOUNTANT",Internal,"RAJAN KUMAR, BDO, MITHILESH KUMAR GOND, JE RED, VIJAYSHANKAR SINGH, INCHARGE ADO PANCHAYAT, VINOD KUMAR, ACCOUNTANT",RAJAN KUMAR,30-Jun-2026 03:57 PM,30-Jun-2026 04:10 PM,techsummary_2174280.pdf (171.00 KB),AOC
2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6222238.0,RUDRA CONSTRUCTION & SUPPLIERS,28-Jun-2026 08:24 PM,Rejected-AOC,L2,30-Jun-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6222200.0,SRI ABHAY NARAYAN YADAV,28-Jun-2026 08:17 PM,Accepted-AOC,L1,30-Jun-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
