EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"14,339",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,950.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,156/RED/ENIV/NIR/25-26 Dt 09-01-2026,2026_REDUP_1111577_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,02-Feb-2026 04:00 PM,12-Feb-2026 12:30 PM,02-Feb-2026 04:00 PM,12-Feb-2026 12:00 PM,NA ,NA ,02-Feb-2026 04:00 PM,12-Feb-2026 12:00 PM,23-Feb-2026 11:00 AM,Gram Janki nagar me Kapra Factory se Anil Kumar Singh ke Ghar ke aage tak Rabarmodl Interlocking ka Nirman Karya,Gram Janki nagar me Kapra Factory se Anil Kumar Singh ke Ghar ke aage tak Rabarmodl Interlocking ka Nirman Karya,Gram Janki nagar me Kapra Factory se Anil Kumar Singh ke Ghar ke aage tak Rabarmodl Interlocking ka Nirman Karya ,NA ,"7,16,953",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,1.0,CorrigendumDate,Date,,1,Fee/PreQual/Technical,.pdf,NIT with T1,AOC,Technical,Summary,VIRENDRA KUMAR PATHAK,22-Feb-2026 11:23 PM,,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,02-Jul-2026 04:51 PM,finsummary_2054150.pdf (194.14 KB),Finance,Summary,Jay Bahadur Singh,02-Jun-2026 04:22 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,Er J B Singh EE Er Virendra Kumar Pathak A E Sri L. K. Chakravarti D A O,VIRENDRA KUMAR PATHAK,23-Feb-2026 10:58 PM,23-Feb-2026 11:00 AM,techsummary_2054150.pdf (442.68 KB),02-Jun-2026,"INR 716,594.04",120.0,Jay Bahadur Singh,02-Jun-2026 04:35 PM,PVN01.pdf (194.00 KB),bond,1.0,5846960.0,MA SHARDA ENTERPRISES,INR,"716,594.04",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1111577_1,156/RED/ENIV/NIR/25-26 Dt 09-01-2026,Gram Janki nagar me Kapra Factory se Anil Kumar Singh ke Ghar ke aage tak Rabarmodl Interlocking ka Nirman Karya,1,5846960,MA SHARDA ENTERPRISES,06-Feb-2026 01:25 PM,Accepted-AOC,L1,02-Jun-2026 04:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5846924,Pankaj Kumar Singh,06-Feb-2026 01:29 PM,Rejected-Finance,L2,02-Jun-2026 04:34 PM,AOC
