Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"General Manager, Zone-5","General Manager, Zone-5, U.P. Projects Corporation Ltd. Gomti Barrage, Left Bank, Gomti Nagar, Lucknow","Construction of C.C Road and Drain at District Hospital, Lalitpur District Lalitpur (U.P.)","Construction of C.C Road and Drain at District Hospital, Lalitpur District Lalitpur (U.P.)","Construction of C.C Road and Drain at District Hospital, Lalitpur District Lalitpur (U.P.) ",NA ,"1,07,48,000",Civil Works,NA ,Tender,90.0,120.0,District Lalitpur (U.P.),284403.0,NA ,NA ,NA ,"General Manager, Zone-5",No ,No,1.0,SBI Bank,24-Apr-2026 09:00 AM,29-Apr-2026 04:00 PM,24-Apr-2026 09:00 AM,29-Apr-2026 03:00 PM,NA ,NA ,24-Apr-2026 09:00 AM,29-Apr-2026 03:00 PM,11-May-2026 02:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,06/UPPCL/GM-5/E-TENDER/2026-27,2026_UPPRC_1140165_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"17,700",Nil,Nil,No,"2,15,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,AOC,Technical,Summary_1140165_1,SURESH CHANDRA YADAV,07-May-2026 07:46 PM,technical_2129152.pdf,"General Manager,Zone-5",Internal,"General Manager,Zone-2,Project Manager,Unit-12,Accountant,Unit-12",SURESH CHANDRA YADAV,03-Jun-2026 07:34 PM,finsummary_2129152.pdf (989.29 KB),Finance,Summary_1140165_1,SURESH CHANDRA YADAV,03-Jun-2026 07:24 PM,finance_2129152.pdf,BOQ Comparative Chart,"General Manager,Zone-5",Internal,"General Manager,Zone-2,Project Manager,Unit-12,Accountant,Unit-12",SURESH CHANDRA YADAV,07-May-2026 07:52 PM,11-May-2026 02:00 PM,techsummary_2129152.pdf (989.29 KB),03-Jun-2026,"INR 9,661,665.97",120.0,SURESH CHANDRA YADAV,03-Jun-2026 07:42 PM,AOC.pdf (383.00 KB),1.0,6066320.0,SHASHANK ENTERPRISES,INR,"9,661,665.97",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,2026_UPPRC_1140165_1,06/UPPCL/GM-5/E-TENDER/2026-27,"Construction of C.C Road and Drain at District Hospital, Lalitpur District Lalitpur (U.P.)",1,6071265,HARISH CHANDRA RAWAT,29-Apr-2026 02:09 PM,Rejected-AOC,Qualified,03-Jun-2026 07:42 PM,1.0,Revocation,Revocation,07-May-2026 06:22 PM,Samitilettergm.pdf ,972.61,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6074658,HARNAME SINGH ANIL SINGH,28-Apr-2026 03:34 PM,Rejected-AOC,Qualified,03-Jun-2026 07:42 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6075889,KRISHNA DISTRIBUTORS AND CONTRACTORS,28-Apr-2026 11:00 PM,Rejected-Technical,Disqualified,07-May-2026 07:52 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6066320,SHASHANK ENTERPRISES,29-Apr-2026 02:10 PM,Accepted-AOC,Qualified,03-Jun-2026 07:42 PM,,,,,,,,AOC
