S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,DD - Demand Draft,18-Mar-2026 09:25 AM,24-Mar-2026 04:35 PM,18-Mar-2026 09:25 AM,24-Mar-2026 04:30 PM,NA ,NA ,18-Mar-2026 09:30 AM,24-Mar-2026 04:30 PM,25-Mar-2026 04:55 PM,"4,720",EE,SHHJAHANPUR,Yes,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Bareilly II,27/UPRNSS/E-TENDER/2025-26 DATE-24.02.2026,2026_UPRNS_1120742_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,E.E. SHAHJAHANPUR,UPRNSS SHHJAHANPUR,"C/O Control Room For C.C. TV and Others Equipment at Distt. Jail Pilibhit, District-Pilibhit (U.P.)","C/O Control Room For C.C. TV and Others Equipment at Distt. Jail Pilibhit, District-Pilibhit (U.P.)",Please refer Tender documents. ,NA ,"16,41,380",Civil Works - Buildings,NA ,Tender,150.0,NA ,PILIBHIT,262001.0,NA ,NA ,NA ,UPRNSS SHHJAHANPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"32,900",Yes,fixed,,EE,SHHJAHANPUR,AOC,Umesh Chandra Dubey,Internal,"UMESH CHANDRA DUBEY E.E., AJAY KUMAR JE, VIKAS VERMA A/C",UMESH CHANDRA DUBEY,10-Jun-2026 01:24 PM,finsummary_2101459.pdf (114.61 KB),Technical,TE,UMESH CHANDRA DUBEY,24-Mar-2026 04:56 PM,,E.E. SHAHJAHANPUR,Internal,"UMESH CHANDRA DUBEY E.E., ABHISHEK VERMA AE. SUBHAM MISHRA JE. VIKAS VERMA A/C",UMESH CHANDRA DUBEY,25-Mar-2026 04:49 PM,25-Mar-2026 04:55 PM,techsummary_2101459.pdf (604.97 KB),Finance,FE,UMESH CHANDRA DUBEY,25-Mar-2026 05:23 PM,,BOQ Comparative Chart,1.0,5995338.0,BABA NEEM KAROULI INTERPRISES,22-Mar-2026 01:54 AM,Accepted-AOC,MINIMUM,10-Jun-2026 01:28 PM,1.0,5995338.0,BABA NEEM KAROULI INTERPRISES,INR,"1,639,738.82",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Bareilly II,2026_UPRNS_1120742_2,27/UPRNSS/E-TENDER/2025-26 DATE-24.02.2026,"C/O Control Room For C.C. TV and Others Equipment at Distt. Jail Pilibhit, District-Pilibhit (U.P.)",10-Jun-2026,"INR 1,639,738.82",90.0,UMESH CHANDRA DUBEY,10-Jun-2026 01:28 PM,AOC.pdf (163.00 KB),AOC,AOC
2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5994596.0,M/S Vilaso Enterprises,21-Mar-2026 05:52 PM,Rejected-AOC,MAXIMUM,10-Jun-2026 01:28 PM,,,,,,,,,,,,,,,,,AOC
3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
