Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,770.0,Nil,Nil,No,"42,200",No,fixed,,Nil,Nil,"Lower Dalibagh Colony sthit Awas No.-7, Type-6 me shatigrast two avshesh bathroomon ki marammat ka karya, shatigrast boundary wall ko uncha kar green fibre sheet lagane ka karya, awas ki bahari satah ki marammat kar rangai putai ka karya avem anya a","Lower Dalibagh Colony sthit Awas No.-7, Type-6 me shatigrast two avshesh bathroomon ki marammat ka karya, shatigrast boundary wall ko uncha kar green fibre sheet lagane ka karya, awas ki bahari satah ki marammat kar rangai putai ka karya avem anya a",Please refer Tender documents. ,NA ,"4,22,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow ,EE Maintenance Division 2 (Civil) PWD Lucknow ,06-Mar-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,03-Mar-2026 09:00 AM,09-Mar-2026 12:30 PM,03-Mar-2026 09:00 AM,09-Mar-2026 12:00 PM,NA ,NA ,03-Mar-2026 09:00 AM,09-Mar-2026 12:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,1.0,SBI Bank,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,389/E-Tender/2025-26 dt. 24.02.2026,2026_PWDBL_1120995_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1.0,5956480.0,M.K ENTERPRISES,INR,"416,688",EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,24-Jun-2026 05:23 PM,finsummary_2086665.pdf (1319.25 KB),1,5955927,A K T ASSOCIATES,09-Mar-2026 08:35 AM,Rejected-Finance,Financial bid Rejected due to L2,24-Jun-2026 05:23 PM,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1120995_26,389/E-Tender/2025-26 dt. 24.02.2026,"Lower Dalibagh Colony sthit Awas No.-7, Type-6 me shatigrast two avshesh bathroomon ki marammat ka karya, shatigrast boundary wall ko uncha kar green fibre sheet lagane ka karya, awas ki bahari satah ki marammat kar rangai putai ka karya avem anya a",EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,24-Jun-2026 05:19 PM,techsummary_2086665.pdf (1319.25 KB),Finance,Evaluation Letter,DILIP KUMAR,16-Mar-2026 05:20 PM,finance_2086665.pdf,BOQ Comparative Chart,24-Jun-2026,"INR 416,688",30.0,DILIP KUMAR,24-Jun-2026 05:26 PM,1038.pdf (762.00 KB),AOC for Acceptance No 1038 date 11.06.2026,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,5956480,M.K ENTERPRISES,09-Mar-2026 10:12 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 416688.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,24-Jun-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
