Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Er. Bharat Ram,Internal,,Bharat Ram,05-Mar-2026 09:46 PM,06-Mar-2026 12:00 PM,techsummary_2069627.pdf (562.19 KB),Technical,Attached,Bharat Ram,02-Mar-2026 09:18 PM,,19-Mar-2026,"INR 1,359,152.6",20.0,Bharat Ram,16-Jun-2026 04:22 PM,lot15.pdf (352.00 KB),1,5901652,AJIT SINGH,20-Feb-2026 12:51 PM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:46 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",2026_UPIDC_1112264_33,15/EE/2025-26,Earth Work for desilting of Hengha Drain From Km. 1.700 to km. 5.500 in Distt- Balrampur,Finance,Attached,Bharat Ram,10-Mar-2026 01:40 PM,,BOQ Comparative Chart,Er. Bharat Ram,Internal,,Bharat Ram,10-Mar-2026 01:45 PM,finsummary_2069627.pdf (84.52 KB),1.0,5893888.0,Ms Ram Nath Shukla Contractor,INR,"1,359,152.6",AOC,13-Feb-2026 10:00 AM,20-Feb-2026 03:00 PM,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,06-Mar-2026 12:00 PM,1.0,SBI Bank,Earth Work for desilting of Hengha Drain From Km. 1.700 to km. 5.500 in Distt- Balrampur,As Per Tender Notice,As Per Tender Notice ,NA ,"32,09,000",Civil Works,NA ,Tender,90.0,20.0,Balrampur,271201.0,NA ,NA ,NA ,Balrampur,No ,No,Executive Engineer,Flood Division Balrampur,"64,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",15/EE/2025-26,2026_UPIDC_1112264_33,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,AOC
,,,,,,,,,,,,,,,,,,2,5901460,Jabir Khan,20-Feb-2026 12:05 PM,Rejected-Finance,L4,10-Mar-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,3,5901386,Ms A S Construction,20-Feb-2026 12:18 PM,Rejected-Finance,L3,10-Mar-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,5901514,M/S CHANDA CONSTRUCTION,20-Feb-2026 01:03 PM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,5893108,M/S RAJESH CONSTRUCTION,19-Feb-2026 11:08 AM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,5893888,Ms Ram Nath Shukla Contractor,20-Feb-2026 01:16 PM,Accepted-AOC,L1,16-Jun-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,5901750,M/S R K CONSTRUCTION,20-Feb-2026 12:46 PM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,5893026,M/S RUCHI CONSTRUCTION CO,20-Feb-2026 11:56 AM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,5900908,M/S SANTOSH KUMAR CONTRECTOR AND GENRERAL,20-Feb-2026 11:42 AM,Rejected-Finance,L2,10-Mar-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,5898968,M/S SHAILENDRA PANDEY,20-Feb-2026 10:53 AM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
