S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2624 Dt-19-03-2026,2026_REDUP_1129797_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,856.0,Nil,Nil,No,EE RED DIV BALLIA,EE RED DIV BALLIA,27-Mar-2026 09:00 AM,04-Apr-2026 12:30 PM,27-Mar-2026 09:00 AM,03-Apr-2026 12:00 PM,NA ,NA ,27-Mar-2026 09:00 AM,03-Apr-2026 12:00 PM,25-May-2026 10:00 AM,Lot-3 Parikhara Katyani colony me 300m khanja kary,Lot-3 Parikhara Katyani colony me 300m khanja kary,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,BALLIA,277001.0,EE RED DIV BALLIA ,EE RED DIV BALLIA ,28-Mar-2026 09:00 AM ,EE RED DIV BALLIA,No ,No,"32,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,AOC,ee,Internal,AEDAO,Ratnesh Kumar Gond,24-Jun-2026 11:09 AM,finsummary_2107536.pdf (33.81 KB),Technical,nit,Ratnesh Kumar Gond,08-Apr-2026 05:23 PM,technical_2107536.pdf,ee,Internal,AEDAO,ROLI VISHVKARMA,23-May-2026 01:46 PM,25-May-2026 10:00 AM,techsummary_2107536.pdf (94.20 KB),Finance,AEDAO,Ratnesh Kumar Gond,25-May-2026 05:50 PM,finance_2107536.pdf,BOQ Comparative Chart,1,6026950,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,02-Apr-2026 02:02 PM,Accepted-AOC,AOC,24-Jun-2026 11:15 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1129797_1,2624 Dt-19-03-2026,Lot-3 Parikhara Katyani colony me 300m khanja kary,1.0,6026950.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,INR,"1,565,984.02",24-Jun-2026,"INR 1,565,984.02",90.0,Ratnesh Kumar Gond,24-Jun-2026 11:15 AM,RispansivNonRispansiv.pdf (34.00 KB),AEDAO,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6027011,M/s SHAKTI CONSTRUCTION,02-Apr-2026 03:00 PM,Rejected-Finance,2lowest,24-Jun-2026 11:09 AM,,,,,,,,,,,,,,,,,AOC
