Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,90-9/2026-27/24-05-2026,2026_DOLBU_1153108_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"95,896",No,fixed,,EO,NPP Atrauli,drain construction work,drain construction work,drain construction work ,NA ,"47,94,814",Civil Works,NA ,Tender,180.0,180.0,Atrauli,202280.0,NA ,NA ,NA ,NPP Atrauli,No ,No,EO,NPP Atrauli,25-May-2026 11:00 AM,04-Jun-2026 11:00 AM,25-May-2026 11:00 AM,01-Jun-2026 05:00 PM,25-May-2026 11:00 AM ,01-Jun-2026 05:00 PM ,25-May-2026 11:00 AM,01-Jun-2026 05:00 PM,22-Jun-2026 10:00 AM,"5,658",EO,NPP Atrauli,No,1.0,Fee/PreQual/Technical,.pdf,fee,AOC,Amita varun,Internal,EO Amita Varun Rohit Shukla JE Rajkumar verma Account in charge,Rohit Shukla,20-Jun-2026 09:07 PM,22-Jun-2026 10:00 AM,techsummary_2160157.pdf (65.62 KB),Finance,6 bid admitted in this process,Rohit Shukla,22-Jun-2026 01:50 PM,finance_2160157.pdf,BOQ Comparative Chart,Amita varun,Internal,Amita Varun EO Rohit Shukla JE Rajkumar Verma Account Incharge,Rohit Shukla,22-Jun-2026 05:50 PM,finsummary_2160157.pdf (64.93 KB),Technical,6 bidder participated in this tender,Rohit Shukla,20-Jun-2026 07:25 PM,technical_2160157.pdf,1.0,6159248.0,AR Contractor,INR,"4,790,019",Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,2026_DOLBU_1153108_1,90-9/2026-27/24-05-2026,drain construction work,1,6159248,AR Contractor,01-Jun-2026 02:58 PM,Accepted-AOC,L1,22-Jun-2026 07:57 PM,22-Jun-2026,"INR 4,790,019",180.0,Rohit Shukla,22-Jun-2026 07:57 PM,AOC9.pdf (54.00 KB),this tender issue to Ms AR Contractor according of lowest bid cost,AOC
,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TB,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6159212,M/S AMIT KUMAR CONSTRUCTION,01-Jun-2026 02:50 PM,Rejected-AOC,L2,22-Jun-2026 07:57 PM,,,,,,,,AOC
,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6159058,M/S GIRIJA CONSTRUCTIONS,01-Jun-2026 02:33 PM,Rejected-AOC,L3,22-Jun-2026 07:57 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6152489,M/S NAUBAT SINGH THEKEDAR,30-May-2026 07:27 PM,Rejected-Finance,Reject,22-Jun-2026 05:50 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6155968,M/s. Real Contractor and Supplier,31-May-2026 12:06 PM,Rejected-Finance,Reject,22-Jun-2026 05:50 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6149425,S S TRADING COMPANY,28-May-2026 03:28 PM,Rejected-Finance,Reject,22-Jun-2026 05:50 PM,,,,,,,,AOC
