S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,"1,180",Nil,Nil,No,CE,ALIGARH,ROAD NALI,ROAD NALI,Please refer Tender documents. ,NA ,"9,67,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,ALIGARH,No ,No,Directorate of Local Bodies UP||Aligarh Municipal Corporation,172(07)/NNA/2026-27,2026_DOLBU_1138375_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"97,000",No,fixed,,Nil,Nil,20-Apr-2026 05:00 PM,29-Apr-2026 11:00 AM,20-Apr-2026 05:00 PM,28-Apr-2026 05:00 PM,NA ,NA ,20-Apr-2026 05:00 PM,28-Apr-2026 05:00 PM,25-May-2026 05:00 PM,AOC,Finance,ok,Rajvir Singh,01-Jun-2026 04:03 PM,,BOQ Comparative Chart,ce,Internal,ee,Rajesh Kumar,25-May-2026 04:50 PM,25-May-2026 05:00 PM,techsummary_2125524.pdf (193.42 KB),Technical,all documents complete,Rajesh Kumar,25-May-2026 02:22 PM,technical_2125524.pdf,CE,Internal,EE,Rajvir Singh,01-Jun-2026 04:18 PM,finsummary_2125524.pdf (193.38 KB),17-Jun-2026,"INR 964,099",30.0,Danish Haider Naqvi,17-Jun-2026 05:49 PM,cammetti.pdf (193.00 KB),ok,Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1138375_1,172(07)/NNA/2026-27,ROAD NALI,1.0,6074766.0,N W CONSTRUCTIONS,INR,"964,099",1,6074840,M/s. RAJPAL SINGH,28-Apr-2026 02:23 PM,Rejected-Finance,OK,01-Jun-2026 04:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6074766,N W CONSTRUCTIONS,28-Apr-2026 02:04 PM,Accepted-AOC,ok,17-Jun-2026 05:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6074801,SHAH AND SONS,28-Apr-2026 02:16 PM,Rejected-Finance,OK,01-Jun-2026 04:18 PM,AOC
