Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
08-Jun-2026,"INR 248,375.75",30.0,Satyawan Singh,08-Jun-2026 01:45 PM,Tundapanditchart.pdf (825.00 KB),1,6142580,KANHA CONSTRUCTION,26-May-2026 08:56 AM,Accepted-AOC,L1,08-Jun-2026 01:45 PM,Directorate of Local Bodies UP||Nagar Panchayat Kirawali Agra,2026_DOLBU_1140520_2,18/NPK/2026-27,"Ward no-07, me tunda pandit ji wali gali me mrida bharav va diwar lagane ka karya",1.0,6142580.0,KANHA CONSTRUCTION,INR,"248,375.75",Technical,Technical bid admtted,Satyawan Singh,04-Jun-2026 12:55 PM,,Mohammad Raza,Internal,"Monu singh JE, Satyavan Singh Clerk.",Satyawan Singh,08-Jun-2026 12:23 PM,finsummary_2154647.pdf (312.67 KB),Finance,Financial bid admitted,Satyawan Singh,08-Jun-2026 10:59 AM,,BOQ Comparative Chart,Mohammad Raza,Internal,"Monu Singh JE, Satyavan Singh Clerk.",Satyawan Singh,04-Jun-2026 01:45 PM,04-Jun-2026 01:50 PM,techsummary_2154647.pdf (306.39 KB),AOC,Directorate of Local Bodies UP||Nagar Panchayat Kirawali Agra,18/NPK/2026-27,2026_DOLBU_1140520_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Tender docs,295.0,EO,"Office of nagar panchayat kiraoli, agra",Yes,"Ward no-07, me tunda pandit ji wali gali me mrida bharav va diwar lagane ka karya",construction work,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,60.0,NA ,"Office of nagar panchayat kiraoli, agra",283122.0,NA ,NA ,NA ,"Office of nagar panchayat kiraoli, agra",No ,No,19-May-2026 05:50 PM,26-May-2026 12:00 PM,19-May-2026 05:50 PM,26-May-2026 10:00 AM,NA ,NA ,19-May-2026 06:00 PM,26-May-2026 10:00 AM,04-Jun-2026 01:50 PM,1,FDR - Fixed Deposit,"24,850",No,fixed,,EO,"Office of nagar panchayat kiraoli, agra",EO,"Office of nagar panchayat kiraoli, agra, UP 283122",AOC
,,,,,,2,6142536,M/S PRATHVI CONSTRUCTION,26-May-2026 08:34 AM,Rejected-Finance,L2,08-Jun-2026 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,Finance,.xls,Financial Docs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,AOC
