Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,05-Jun-2026 04:49 PM,10-Jun-2026 01:00 PM,techsummary_2143752.pdf (722.60 KB),30-Jun-2026,"INR 1,996,893.52",90.0,Satyaprakash Mishra,30-Jun-2026 03:06 PM,sarnam.pdf (605.00 KB),AWARD OF CONTRACT,Technical,d,Satyaprakash Mishra,21-May-2026 12:04 PM,,1.0,6116363.0,M/s A.K. Associates,INR,"1,996,893.52",Finance,Summary,Hemant Sexena,24-Jun-2026 05:56 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,27-Jun-2026 05:17 PM,finsummary_2143752.pdf (538.31 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1146244_21,Notice No. 19 date 06-04-2026,Construction of Interlocking road from Khadanja Marg Sarnam ka pura Yashwant singh house via Harilal Saroj house in Unchdih,1,6115432,APS AND COMPANY PRIVATE LIMITED,14-May-2026 02:00 PM,Rejected-Finance,Higher,27-Jun-2026 05:17 PM,AOC,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 19 date 06-04-2026,2026_REDUP_1146244_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"41,000",No,fixed,,Nil,Nil,"2,500",Nil,Nil,No,07-May-2026 06:05 PM,16-May-2026 02:00 PM,07-May-2026 06:05 PM,15-May-2026 05:00 PM,NA ,NA ,07-May-2026 06:05 PM,15-May-2026 05:00 PM,10-Jun-2026 01:00 PM,Construction of Interlocking road from Khadanja Marg Sarnam ka pura Yashwant singh house via Harilal Saroj house in Unchdih,Construction of Interlocking road from Khadanja Marg Sarnam ka pura Yashwant singh house via Harilal Saroj house in Unchdih,Please refer Tender documents. ,NA ,"20,23,000",Civil Works,NA ,Tender,90.0,90.0,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,1,Fee/PreQual/Technical,.pdf,pdf,eeredallahabad,eeredallahabad,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6116363,M/s A.K. Associates,14-May-2026 06:25 PM,Accepted-AOC,accepted,30-Jun-2026 03:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,AOC
