Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,EE red saharanpur vikas bhawan delhi road saharanpur,854.0,Nil,Nil,No,NAGAR PANCHAAYAT CHHUTMALPUR ME SAHARANPUR-CHHUTMALPUR MARG SE GALI NUMBER 03 ME PANDIT SHYAAMLAL KE GHAR TAK C.C.ROAD VAI NALI NIRMAAN KARYA,NAGAR PANCHAAYAT CHHUTMALPUR ME SAHARANPUR-CHHUTMALPUR MARG SE GALI NUMBER 03 ME PANDIT SHYAAMLAL KE GHAR TAK C.C.ROAD VAI NALI NIRMAAN KARYA,NAGAR PANCHAAYAT CHHUTMALPUR ME SAHARANPUR-CHHUTMALPUR MARG SE GALI NUMBER 03 ME PANDIT SHYAAMLAL KE GHAR TAK C.C.ROAD VAI NALI NIRMAAN KARYA ,NA ,"19,08,000",Civil Works,NA ,Tender,90.0,90.0,EE red saharanpur,247001.0,EE red saharanpur vikas bhawan delhi road saharanp ,EE red saharanpur vikas bhawan delhi road saharanpur ,25-Apr-2026 12:00 PM ,EE red saharanpur vikas bhawan delhi road saharanp,No ,No,"38,500",Yes,fixed,,Nil,Nil,23-Apr-2026 10:00 PM,28-Apr-2026 12:30 PM,23-Apr-2026 10:00 AM,28-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 10:00 AM,28-Apr-2026 12:00 PM,11-May-2026 12:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical document,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,1617/RED/cashier/25-26 dt 20-03-2026,2026_REDUP_1139817_19,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,ok,Rajendra Kumar,25-May-2026 05:32 PM,,BOQ Comparative Chart,Ravi,Internal,pavan kumar vinod kumar,Rajendra Kumar,25-May-2026 05:35 PM,finsummary_2128938.pdf (98.11 KB),1.0,6071330.0,ANKIT KUMAR CONTRACTOR,INR,"1,864,524.75",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1139817_19,1617/RED/cashier/25-26 dt 20-03-2026,NAGAR PANCHAAYAT CHHUTMALPUR ME SAHARANPUR-CHHUTMALPUR MARG SE GALI NUMBER 03 ME PANDIT SHYAAMLAL KE GHAR TAK C.C.ROAD VAI NALI NIRMAAN KARYA,1.0,6071330.0,ANKIT KUMAR CONTRACTOR,28-Apr-2026 09:34 AM,Accepted-AOC,ok,02-Jun-2026 11:22 AM,Ravi,Internal,sandeep kumar aggarwal pavan kumar,SANDEEP KUMAR AGARWAL,07-May-2026 06:48 PM,11-May-2026 12:00 PM,techsummary_2128938.pdf (98.16 KB),02-Jun-2026,"INR 1,864,524.75",90.0,Rajendra Kumar,02-Jun-2026 11:22 AM,dd.pdf (98.00 KB),ok,Technical,ok,SANDEEP KUMAR AGARWAL,07-May-2026 06:03 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,fess end emd,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,6071548.0,sachin kumar thekedar,28-Apr-2026 06:47 AM,Rejected-Finance,L2,25-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,As per BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
