S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,6112902.0,M/S APOORVA CONSTRUCTION,13-May-2026 11:54 AM,Rejected-AOC,L2,05-Jun-2026 03:15 PM,Directorate of Local Bodies UP||Nagar Panchayat Jahagirganj Ambedkar Nagar,2026_DOLBU_1140069_1,36/NPJ/E Tender2026-27 DATE-21/04/2026,Nagar Panchayat Jahangeerganj Ward no.14 me jahangeerganj kamhariya marg se anil dube ke ghar tak C.C. marg and nali ka nirman karya.,1.0,6112822.0,MS VISHAL ENTERPRISES,INR,"1,534,491.9",05-Jun-2026,"INR 1,534,491.9",90.0,Umesh Kumar Pasi,05-Jun-2026 03:14 PM,kryadesh.pdf (405.00 KB),BOQ,Umesh kumar Pasi (EO),Internal,Akbal Bahadur Patel (JE) Sayyed Amanullah (Clerk),Umesh Kumar Pasi,05-Jun-2026 03:10 PM,finsummary_2128793.pdf (264.81 KB),Technical,As Per Bid Opening Summary,Umesh Kumar Pasi,04-Jun-2026 11:58 AM,technical_2128793.pdf,Umesh kumar Pasi (EO),Internal,Akbal Bahadur Patel (JE) Sayyed Amanullah (Clerk),Umesh Kumar Pasi,04-Jun-2026 12:01 PM,04-Jun-2026 12:05 PM,techsummary_2128793.pdf (235.00 KB),Finance,As Per Bid Opening Summary,Umesh Kumar Pasi,05-Jun-2026 11:27 AM,finance_2128793.pdf,BOQ Comparative Chart,AOC,Directorate of Local Bodies UP||Nagar Panchayat Jahagirganj Ambedkar Nagar,36/NPJ/E Tender2026-27 DATE-21/04/2026,2026_DOLBU_1140069_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,Executive Officer N P Jahangirganj,Office Nagar Panchayat Jahangirganj Ambedkar nagar,1.0,Tender Correction,Financial Bid,,"2,136",Executive Officer Nagar Panchayat Jahangirganj,Jahangirganj,No,1.0,Fee/PreQual/Technical,.pdf,Fees Dacument,Nagar Panchayat Jahangeerganj Ward no.14 me jahangeerganj kamhariya marg se anil dube ke ghar tak C.C. marg and nali ka nirman karya.,Nagar Panchayat Jahangeerganj Ward no.14 me jahangeerganj kamhariya marg se anil dube ke ghar tak C.C. marg and nali ka nirman karya.,Please refer Tender documents. ,NA ,"15,35,259",Construction Works,NA ,Tender,90.0,NA ,Work,224147.0,NA ,NA ,NA ,Office Nagar Panchayat Jahangirganj,No ,No,1,DD - Demand Draft,"1,53,500",Yes,fixed,,Executive Officer Nagar Panchayat Jahangirganj,Jahangirganj,22-Apr-2026 05:00 PM,14-May-2026 02:00 PM,22-Apr-2026 05:00 PM,13-May-2026 12:00 PM,NA ,NA ,22-Apr-2026 05:00 PM,13-May-2026 12:00 PM,04-Jun-2026 12:05 PM,AOC
2.0,6112822.0,MS VISHAL ENTERPRISES,13-May-2026 11:59 AM,Accepted-AOC,L1,05-Jun-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Tender Correction,Technical Bid,,,,,,2.0,Finance,.xls,Financial Dacument,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC
