EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"43,000",No,fixed,,Nil,Nil,EE RED Sitapur,"Vikas Bhawan, Sitapur",24-Mar-2026 06:30 PM,01-Apr-2026 12:30 PM,24-Mar-2026 06:30 PM,01-Apr-2026 12:00 PM,NA ,NA ,24-Mar-2026 06:30 PM,01-Apr-2026 12:00 PM,17-Apr-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1737/RED/Tender/2025-26,2026_REDUP_1129795_24,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"Laying of Interlinking from CC road to Sohan farm in village Nansoha, Block- Maholi","Laying of Interlinking from CC road to Sohan farm in village Nansoha, Block- Maholi",Please refer Tender documents. ,NA ,"21,26,978",Civil Works,NA ,Tender,90.0,90.0,"Maholi, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,944.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical,AOC,1,6011822,MS ABHAY PRATAP SINGH,27-Mar-2026 10:09 AM,Accepted-AOC,L1,12-Jun-2026 05:48 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2026_REDUP_1129795_24,1737/RED/Tender/2025-26,"Laying of Interlinking from CC road to Sohan farm in village Nansoha, Block- Maholi",1.0,6011822.0,MS ABHAY PRATAP SINGH,INR,"2,125,066",Gyanendra Kumar,Internal,,Gyanendra Kumar,27-Apr-2026 06:32 PM,finsummary_2107749.pdf (517.46 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,17-Apr-2026 06:19 PM,,BOQ Comparative Chart,Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,02-Apr-2026 12:01 PM,,22-May-2026,"INR 2,125,066",90.0,Ravi Pratap Singh,12-Jun-2026 05:48 PM,24.pdf (415.00 KB),Gyanendra Kumar,Internal,,Gyanendra Kumar,16-Apr-2026 08:00 PM,17-Apr-2026 12:30 PM,techsummary_2107749.pdf (309.43 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC,2,6014877,M/S SANJAY SINGH CONT,28-Mar-2026 08:35 AM,Rejected-Finance,Higher Rate Quoted,27-Apr-2026 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
