S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,6179913.0,Pioneer Drilling Company Pvt. Ltd.,08-Jun-2026 04:40 PM,Accepted-AOC,As per AOC,24-Jun-2026 03:36 PM,1.0,6179913.0,Pioneer Drilling Company Pvt. Ltd.,INR,"1,455,000","U P Jal Nigam (HQ), Lucknow||Chief Engineer (E-M), Lucknow||SE, Elect Mech Circle, Kanpur Nagar||EE Elect Mech Unit Kanpur Nagar",2026_UPJNM_1156494_1,1178/E-Tender/32 Dated 01.06.2026,"SITC work of SCADA Automation of Trans Varuna Water Supply, Varanasi.",25-Jun-2026,"INR 1,455,000",30.0,Pawan Kumar Gupta,24-Jun-2026 03:36 PM,AOCSCADA.pdf (4892.00 KB),As per AOC,P.K.Gupta,Internal,EE AE JET DA,Pawan Kumar Gupta,24-Jun-2026 12:40 PM,finsummary_2167002.pdf (8530.97 KB),Technical,Bid opening summary,Pawan Kumar Gupta,23-Jun-2026 02:05 PM,technical_2167002.pdf,P.K.Gupta,Internal,EE AE JET DA,Pawan Kumar Gupta,23-Jun-2026 02:07 PM,23-Jun-2026 04:00 PM,techsummary_2167002.pdf (9729.02 KB),Finance,Bid opening summary,Pawan Kumar Gupta,24-Jun-2026 12:38 PM,finance_2167002.pdf,BOQ Comparative Chart,AOC,"30,000",No,fixed,,"E.E. CD E and M U.P. Jal Nigam, Urban, Varanasi",Varanasi,"3,540","E.E. CD E and M U.P. Jal Nigam, Urban, Varanasi",Varanasi,No,1,BG - Bank Guarantee,"SITC work of SCADA Automation of Trans Varuna Water Supply, Varanasi.","SITC work of SCADA Automation of Trans Varuna Water Supply, Varanasi.",As per NIT and Tender Document  ,NA ,,Water Supply,Repairing work  ,Rate Contract,120.0,30.0,Varanasi,221112.0,NA ,NA ,NA ,"E.E. CD E and M U.P. Jal Nigam, Urban, Varanasi",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical,Executive Engineer,"Executive Engineer Construction Division E and M U.P. Jal Nigam, Urban, Varanasi","U P Jal Nigam (HQ), Lucknow||Chief Engineer (E-M), Lucknow||SE, Elect Mech Circle, Kanpur Nagar||EE Elect Mech Unit Kanpur Nagar",1178/E-Tender/32 Dated 01.06.2026,2026_UPJNM_1156494_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,02-Jun-2026 04:00 PM,09-Jun-2026 01:00 PM,02-Jun-2026 04:00 PM,08-Jun-2026 05:00 PM,NA ,NA ,02-Jun-2026 04:00 PM,08-Jun-2026 05:00 PM,23-Jun-2026 04:00 PM,AOC
2.0,6179503.0,SWAJAL CONSTRUCTION,08-Jun-2026 04:27 PM,Rejected-Technical,As per Technical Evaluation,23-Jun-2026 02:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
