Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
15-Jun-2026,"INR 2,224,801.5",15.0,Yogesh Nim,16-Jun-2026 12:04 PM,AOC02.pdf (237.00 KB),Ag.No.02/EE/2026-27,1,6177562,MA AND SONS,08-Jun-2026 10:34 AM,Rejected-Finance,L2,11-Jun-2026 07:04 PM,1.0,6175898.0,ZAHEERUDEEN,INR,"2,224,801.5","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||EGCCD-2, haridwar",2026_UPIDC_1156619_2,TENDER NOTICE NO.01/EE/2026-27,Clearance of Sludge and Waste Material of Chhoiya Drain From Km. 17.050 to Km. 29.900 in Distt. Bijnor for Year 2026-27. LOT-2,Technical,Total 02 No. Responses Found in Bid valid for Technical Evaluation.,Yogesh Nim,08-Jun-2026 07:04 PM,technical_2167227.pdf,YOGESH NIM,Internal,VIKAS AGARWAL,Yogesh Nim,11-Jun-2026 07:04 PM,finsummary_2167227.pdf (190.32 KB),Finance,Total 02 No. Responses Found Valid for Financial Evaluation.,Yogesh Nim,10-Jun-2026 06:09 PM,finance_2167227.pdf,BOQ Comparative Chart,YOGESH NIM,Internal,VIKAS AGARWAL,Yogesh Nim,08-Jun-2026 07:32 PM,10-Jun-2026 03:00 PM,techsummary_2167227.pdf (427.81 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||EGCCD-2, haridwar",TENDER NOTICE NO.01/EE/2026-27,2026_UPIDC_1156619_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,1.0,SBI Bank,EE EGCC DIV-2 HARIDWAR,OFFICE OF THE EE EGCC DIV-2 HARIDWAR,03-Jun-2026 10:00 AM,08-Jun-2026 03:00 PM,03-Jun-2026 10:00 AM,08-Jun-2026 11:00 AM,NA ,NA ,03-Jun-2026 10:00 AM,08-Jun-2026 11:00 AM,10-Jun-2026 03:00 PM,Clearance of Sludge and Waste Material of Chhoiya Drain From Km. 17.050 to Km. 29.900 in Distt. Bijnor for Year 2026-27. LOT-2,Clearance of Sludge and Waste Material of Chhoiya Drain From Km. 17.050 to Km. 29.900 in Distt. Bijnor for Year 2026-27. LOT-2,Please refer Tender documents. ,NA ,"27,87,000",Civil Works - Canal,NA ,Tender,90.0,15.0,BIJNOR,246701.0,NA ,NA ,NA ,OFFICE OF THE EE EGCC DIV-2 HARIDWAR,No ,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,"56,000",No,fixed,,Nil,Nil,AOC
,,,,,,,2,6175898,ZAHEERUDEEN,07-Jun-2026 04:48 PM,Accepted-AOC,L1,16-Jun-2026 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC
