Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Please Refer Tender Documents,WORK NO 14,WORK NO 14,Please refer Tender documents. ,NA ,"1,77,677",Civil Works,NA ,Tender,10.0,10.0,MUBARAKPUR,276404.0,NA ,NA ,NA ,NPP MUBARAKPUR,No ,No,"17,768",No,percentage,10.0%,EO,MUBARAKPUR,1,DD - Demand Draft,EXCUTIVE OFFICER,NPP MUBARAKPUR,20-May-2026 02:00 PM,30-May-2026 04:30 PM,20-May-2026 02:15 PM,30-May-2026 04:00 PM,NA ,NA ,20-May-2026 02:30 PM,30-May-2026 04:00 PM,01-Jun-2026 09:00 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,205/NNPMUBARAKPUR/2026-27 DT-20-05-2026,2026_DOLBU_1150914_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,210.0,EO,MUBARAKPUR,No,AOC,1.0,6151270.0,KRISHNA CONSTRUCTION,29-May-2026 01:02 PM,Rejected-Finance,L2,03-Jun-2026 11:31 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,2026_DOLBU_1150914_14,205/NNPMUBARAKPUR/2026-27 DT-20-05-2026,WORK NO 14,MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,03-Jun-2026 11:31 AM,finsummary_2155628.pdf (362.54 KB),Finance,Three bidders participated in this tender all submitted for Financial Evaluation,Rajan haudhary,01-Jun-2026 11:12 AM,,BOQ Comparative Chart,1.0,6150757.0,RAM PRASAD YADAV,INR,"177,588",MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,31-May-2026 01:33 PM,01-Jun-2026 09:00 AM,techsummary_2155628.pdf (250.22 KB),Technical,Send for Technical Evolution,Vinay Kumar Mishra,30-May-2026 05:30 PM,,03-Jun-2026,"INR 177,588",10.0,Vinay Kumar Mishra,03-Jun-2026 04:51 PM,14.pdf (348.00 KB),AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,6150757.0,RAM PRASAD YADAV,29-May-2026 10:29 AM,Accepted-AOC,L1,03-Jun-2026 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,6152353.0,s k construction,29-May-2026 06:31 PM,Rejected-Finance,L2,03-Jun-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
