S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6146190.0,M/S OM SHIWAM TREDARS,INR,"2,890",Technical,Bid Opening Summary,VINOD KUMAR BIND,22-Jun-2026 02:51 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Chilkahar,2026_RDUP_1150772_1,174 Date18-05-2026 BHUSA_PASUAHAR PURCHASE,VRIHAD GAW SARAKSHAN KENDRA HASANPUR URF BACHAIPUR AVM ASTHAI GAW ASHRYA ASTHAL GOPALPUR VIKAS KHAND CHILKAHAR ME BHUSA AVM PASUAHAR KA KRAYA,"VINOD KUMAR BIND, BDO PC BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",Internal,"VINOD KUMAR BIND, BDO PC BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",VINOD KUMAR BIND,22-Jun-2026 03:41 PM,finsummary_2155097.pdf (201.39 KB),"VINOD KUMAR BIND, BDO PC BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",Internal,"VINOD KUMAR BIND, BDO PC BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",VINOD KUMAR BIND,22-Jun-2026 03:19 PM,22-Jun-2026 03:20 PM,techsummary_2155097.pdf (201.39 KB),Finance,Bid Opening Summary,VINOD KUMAR BIND,22-Jun-2026 03:38 PM,,BOQ Comparative Chart,1.0,6146285.0,BABA NEEM KAROLI ENTERPRISES,27-May-2026 04:58 PM,Rejected-AOC,L2,22-Jun-2026 03:44 PM,22-Jun-2026,"INR 2,890",317.0,VINOD KUMAR BIND,22-Jun-2026 03:44 PM,bhusafinance.pdf (64.00 KB),AOC,AOC,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"1,000",BDO CHILKAHAR,CHILKAHAR,No,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Chilkahar,174 Date18-05-2026 BHUSA_PASUAHAR PURCHASE,2026_RDUP_1150772_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Offline,No,No,No,BDO CHILKAHAR,BDO OFFICE CHILKAHAR,20-May-2026 11:30 AM,29-May-2026 03:00 PM,20-May-2026 11:30 AM,28-May-2026 05:00 PM,NA ,NA ,20-May-2026 11:30 AM,28-May-2026 05:00 PM,22-Jun-2026 03:20 PM,1,DD - Demand Draft,VRIHAD GAW SARAKSHAN KENDRA HASANPUR URF BACHAIPUR AVM ASTHAI GAW ASHRYA ASTHAL GOPALPUR VIKAS KHAND CHILKAHAR ME BHUSA AVM PASUAHAR KA KRAYA,VRIHAD GAW SARAKSHAN KENDRA HASANPUR URF BACHAIPUR AVM ASTHAI GAW ASHRYA ASTHAL GOPALPUR VIKAS KHAND CHILKAHAR ME BHUSA AVM PASUAHAR KA KRAYA,PLEASE REFER NIT DOCUMENT ,NA ,"18,06,000",Food Products,NA ,Tender,317.0,317.0,HASANPUR URF BACHAIPUR AVM GOPALPUR,221701.0,NA ,NA ,NA ,BDO OFFICE CHILKAHAR,No ,No,"40,000",No,fixed,,BDO CHILKAHAR,CHILKAHAR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6146247.0,LAKSHMINA ENTERPRISES,27-May-2026 04:41 PM,Rejected-AOC,L3,22-Jun-2026 03:44 PM,,,,,,,,AOC,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6146190.0,M/S OM SHIWAM TREDARS,27-May-2026 04:27 PM,Accepted-AOC,L1,22-Jun-2026 03:44 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC
