Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Allahabad II,194/UPRNSS/E-TENDER/2026-27 Date 02.06.2026,2026_UPRNS_1156701_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,04-Jun-2026 11:00 AM,12-Jun-2026 03:00 PM,04-Jun-2026 11:00 AM,12-Jun-2026 02:00 PM,NA ,NA ,04-Jun-2026 11:00 AM,12-Jun-2026 02:00 PM,12-Jun-2026 04:15 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,FDR - Fixed Deposit,"Construction Of Platform And G.I. Chain Link Fencing For Static Cryovessel At Pashu Chikitsalaya Manjanpur Vikas Khand Manjanpur ,Distt. Kausambi","Construction Of Platform And G.I. Chain Link Fencing For Static Cryovessel At Pashu Chikitsalaya Manjanpur Vikas Khand Manjanpur ,Distt. Kausambhi,",Please refer Tender documents. ,NA ,"2,39,876",Civil Works,NA ,Tender,90.0,45.0,Fatehpur,212601.0,NA ,NA ,NA ,Fatehpur,No ,No,826.0,EE,Fatehpur,No,"4,900",No,fixed,,EE,Fatehpur,Executive Engineer,"U.P. Rajya Nirman Sahkari Sangh Ltd. Nirman Prakhand Fatehpur. Goparl Nagar, G.T. Road, Fatehpur. 212601",AOC,Technical,Technical,DIVAKAR MISHRA,12-Jun-2026 04:00 PM,technical_2167463.pdf,Divakar Kumar Mishra-E.E.,Internal,"Chandra Bhushan Mishra- A.E, Manish Kumar Singh-Accountant",DIVAKAR MISHRA,12-Jun-2026 05:25 PM,finsummary_2167463.pdf (269.07 KB),Finance,Financial,DIVAKAR MISHRA,12-Jun-2026 05:22 PM,finance_2167463.pdf,BOQ Comparative Chart,Divakar Kumar Mishra-E.E.,Internal,"Chandra Bhushan Mishra- A.E, Manish Kumar Singh-Accountant",DIVAKAR MISHRA,12-Jun-2026 04:08 PM,12-Jun-2026 04:15 PM,techsummary_2167463.pdf (269.07 KB),12-Jun-2026,"INR 239,756",45.0,DIVAKAR MISHRA,12-Jun-2026 05:35 PM,AOCKAU.pdf (812.00 KB),AOC,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Allahabad II,2026_UPRNS_1156701_1,194/UPRNSS/E-TENDER/2026-27 Date 02.06.2026,"Construction Of Platform And G.I. Chain Link Fencing For Static Cryovessel At Pashu Chikitsalaya Manjanpur Vikas Khand Manjanpur ,Distt. Kausambi",1.0,6187171.0,SHREE MEHANDIPUR BALAJI CONSTRUCTION,INR,"239,756",1.0,6188011.0,ASHA CONSTRUCTION & SUPPLIERS,12-Jun-2026 11:26 AM,Rejected-Finance,L2,12-Jun-2026 05:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Document,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6187171.0,SHREE MEHANDIPUR BALAJI CONSTRUCTION,11-Jun-2026 08:12 PM,Accepted-AOC,L1,12-Jun-2026 05:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
