Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1137847_1,119/ E.E/Basti / Project Alankar Yojnantargat Basti/E-Tender/ 2026-27 Dated 16 /04/2026,"Janpad Basti, Project Alankar Yojnantargat, Rajkiya Kanya Inter College Me Extra Class Room Ka Nirman Karya",1.0,6059720.0,MAA SHARDA CONSTRUCTION COMPANY,INR,"8,123,640",1,6059753,KOHINOOR CONSTRUCTION,22-Apr-2026 04:26 PM,Rejected-Technical,Not Accepted,06-Jun-2026 01:16 PM,11-Jun-2026,"INR 8,123,640",90.0,Ramesh Bahadur Shahi,11-Jun-2026 03:47 PM,GGICLoi.pdf (1068.00 KB),M/s Maa Sharda Construction Company Found L1,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,11-Jun-2026 11:02 AM,finsummary_2124578.pdf (865.44 KB),Technical,M/s MAA SHARDA CONSTRUCTION COMPANY and M/S SHREYA CONSTRUCTION Found,Ramesh Bahadur Shahi,06-Jun-2026 12:50 PM,technical_2124578.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,06-Jun-2026 01:16 PM,06-Jun-2026 03:00 PM,techsummary_2124578.pdf (808.25 KB),Finance,M/s MAA SHARDA CONSTRUCTION COMPANY Found L1,Ramesh Bahadur Shahi,11-Jun-2026 11:00 AM,finance_2124578.pdf,BOQ Comparative Chart,AOC,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti","2,360",UPSCIDCO,BASTI,No,1.0,FDR - Fixed Deposit,"1,63,000",No,fixed,,UPSCIDCO,BASTI,1.0,Fee/PreQual/Technical,.pdf,NIT,17-Apr-2026 09:00 AM,30-Apr-2026 02:00 PM,17-Apr-2026 09:00 AM,30-Apr-2026 01:00 PM,17-Apr-2026 09:00 AM ,30-Apr-2026 01:00 PM ,17-Apr-2026 09:00 AM,30-Apr-2026 01:00 PM,06-Jun-2026 03:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,119/ E.E/Basti / Project Alankar Yojnantargat Basti/E-Tender/ 2026-27 Dated 16 /04/2026,2026_SCIDC_1137847_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Janpad Basti, Project Alankar Yojnantargat, Rajkiya Kanya Inter College Me Extra Class Room Ka Nirman Karya","Janpad Basti, Project Alankar Yojnantargat, Rajkiya Kanya Inter College Me Extra Class Room Ka Nirman Karya",As Given in NIT ,NA ,"81,44,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti ",22-Apr-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,1.0,Date Exeended,Date,,AOC
,,,,,,,,,2,6059720,MAA SHARDA CONSTRUCTION COMPANY,20-Apr-2026 04:52 PM,Accepted-AOC,L1,11-Jun-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6065837,M/S A R T CONSTRUCTION,24-Apr-2026 10:47 AM,Rejected-Technical,Not Accepted,06-Jun-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6067408,M/S OM PRAKASH MISHRA,24-Apr-2026 08:49 PM,Rejected-Technical,Not Accepted,06-Jun-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6063293,M/S PANKAJ KUMAR SRIVASTAVA THIKEDAR,22-Apr-2026 05:05 PM,Rejected-Technical,Not Accepted,06-Jun-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6063415,M/S SHREYA CONSTRUCTION,25-Apr-2026 01:52 PM,Rejected-Finance,L2,11-Jun-2026 11:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
