S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"20,000",No,fixed,,Nil,Nil,Chandsara mai shripal prajapati ke makan se chandi mandir ki or Interlocking tile work,Chandsara mai shripal prajapati ke makan se chandi mandir ki or Interlocking tile work,Please refer Tender documents. ,NA ,"9,92,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Meerut,250001.0,NA ,NA ,NA ,EE RED Meerut,No ,No,856.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2494/RED/2025-26/dt-10-02-26,2026_REDUP_1128965_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,24-Mar-2026 10:00 AM,30-Mar-2026 01:00 PM,24-Mar-2026 10:00 AM,30-Mar-2026 12:00 PM,NA ,NA ,24-Mar-2026 10:00 AM,30-Mar-2026 12:00 PM,02-Apr-2026 01:00 PM,1,Fee/PreQual/Technical,.pdf,Document,EE RED Meerut,EE RED Division vikas bhawan collectorate Meerut,AOC,EE RED MEERUT DIVISION,Internal,01-EE RED MEERUT DIVISION 02-AE RED MEERUT DIVISION 03-DAO RED MEERUT DIVISION,SHUBHAM PARLE,06-Jun-2026 04:36 PM,finsummary_2105894.pdf (395.56 KB),Technical,technical,SHUBHAM PARLE,31-Mar-2026 04:53 PM,technical_2105894.pdf,EE RED MEERUT,Internal,01-EE RED MEERUT 02-AE RED MEERUT 03-DAO RED MEERUT,SHUBHAM PARLE,31-Mar-2026 06:17 PM,02-Apr-2026 01:00 PM,techsummary_2105894.pdf (331.67 KB),Finance,Finance bid open,SHUBHAM PARLE,06-Jun-2026 04:33 PM,finance_2105894.pdf,BOQ Comparative Chart,1,6009398,ASHOK KUMAR VAISH,27-Mar-2026 11:10 AM,Rejected-Finance,L2 bidder,06-Jun-2026 04:36 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2026_REDUP_1128965_3,2494/RED/2025-26/dt-10-02-26,Chandsara mai shripal prajapati ke makan se chandi mandir ki or Interlocking tile work,1.0,6009469.0,HARSHIT GOEL,INR,"991,885.18",06-Jun-2026,"INR 991,885.18",90.0,SHUBHAM PARLE,06-Jun-2026 04:39 PM,finance.pdf (722.00 KB),Bond with M/s. Harshit Goel,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6009469,HARSHIT GOEL,26-Mar-2026 12:27 PM,Accepted-AOC,L1 Bidder,06-Jun-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
