Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
22-May-2026,"INR 2,252,581",90.0,Ravi Pratap Singh,12-Jun-2026 06:40 PM,9.pdf (415.00 KB),1,6011765,MS ABHAY PRATAP SINGH,27-Mar-2026 10:42 AM,Accepted-AOC,L1,12-Jun-2026 06:40 PM,1.0,6011765.0,MS ABHAY PRATAP SINGH,INR,"2,252,581",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2026_REDUP_1129795_9,1737/RED/Tender/2025-26,"Laying of B.O.E. Soling from Rajbaha culvert to village Lalpur via Baba Dhyandas Kuti in Chamarbag, Block- Maholi",Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,17-Apr-2026 05:31 PM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,16-Apr-2026 08:21 PM,17-Apr-2026 12:30 PM,techsummary_2107612.pdf (338.21 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,02-Apr-2026 10:52 AM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,27-Apr-2026 05:30 PM,finsummary_2107612.pdf (523.81 KB),AOC,"46,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1737/RED/Tender/2025-26,2026_REDUP_1129795_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED Sitapur,"Vikas Bhawan, Sitapur",1,Fee/PreQual/Technical,.pdf,Technical,24-Mar-2026 06:00 PM,01-Apr-2026 12:30 PM,24-Mar-2026 06:00 PM,01-Apr-2026 12:00 PM,NA ,NA ,24-Mar-2026 06:00 PM,01-Apr-2026 12:00 PM,17-Apr-2026 12:30 PM,"Laying of B.O.E. Soling from Rajbaha culvert to village Lalpur via Baba Dhyandas Kuti in Chamarbag, Block- Maholi","Laying of B.O.E. Soling from Rajbaha culvert to village Lalpur via Baba Dhyandas Kuti in Chamarbag, Block- Maholi",Please refer Tender documents. ,NA ,"22,54,610",Civil Works,NA ,Tender,90.0,90.0,"Maholi, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,1.0,SBI Bank,944.0,Nil,Nil,No,AOC
,,,,,,2,6014823,M/S SANJAY SINGH CONT,28-Mar-2026 07:59 AM,Rejected-Finance,Higher Rate Quoted,27-Apr-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
