Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
07-Mar-2026 06:00 PM,18-Mar-2026 04:00 PM,07-Mar-2026 06:00 PM,18-Mar-2026 03:00 PM,NA ,NA ,07-Mar-2026 06:00 PM,18-Mar-2026 03:00 PM,Imp. Interlocking tiles from damodar Nagar Nubasta in Ganesh park in Ward 65 Zone 03,Imp. Interlocking tiles from damodar Nagar Nubasta in Ganesh park in Ward 65 Zone 03,Please refer Tender documents. ,NA ,"9,94,624",Civil Works,NA ,Tender,45.0,NA ,Imp. Interlocking tiles from damodar Nagar Nubas,208040.0,NA ,NA ,NA ,C.E.3,No ,No,"1,180",Nil,Nil,No,"99,462",No,percentage,10.0%,Nil,Nil,"Kanpur Municipal Corporation, Kanpur, UP",685/A.A.3/25-26,2026_NNKAN_1122533_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,C.E.3,Zone 3,AOC,C.E.,Internal,,RAJESH KUMAR,04-May-2026 04:58 PM,finsummary_2090451.pdf (767.64 KB),C.E.,Internal,,RAJESH KUMAR,04-May-2026 04:55 PM,techsummary_2090451.pdf (767.64 KB),1.0,5973428.0,M/S Maa Bhagwati construction and supllier,INR,"845,430","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1122533_1,685/A.A.3/25-26,Imp. Interlocking tiles from damodar Nagar Nubasta in Ganesh park in Ward 65 Zone 03,1,5977371,M/S DILRAJ ASSOCIATE,17-Mar-2026 04:46 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:58 PM,04-Jun-2026,"INR 845,430",45.0,RAJESH KUMAR,04-Jun-2026 11:42 AM,685.pdf (595.00 KB),work order,Finance,Tender Open,RAJESH KUMAR,08-Apr-2026 02:07 PM,finance_2090451.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5973428,M/S Maa Bhagwati construction and supllier,15-Mar-2026 05:47 PM,Accepted-AOC,L1,04-Jun-2026 11:43 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5982745,M/S SHIV KUMAR RAJPUT,17-Mar-2026 06:23 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,5980746,SHANKER BUILDERS,17-Mar-2026 10:10 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,5983190,VIKAS TRADERS,17-Mar-2026 09:24 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:58 PM,,,,,,,,,,,,,,AOC
