S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,EE,EE RED VARANASI,1,Fee/PreQual/Technical,.pdf,Tender doc,06-Apr-2026 12:00 PM,21-Apr-2026 12:30 PM,06-Apr-2026 12:00 PM,21-Apr-2026 12:00 PM,NA ,NA ,06-Apr-2026 12:00 PM,21-Apr-2026 12:00 PM,23-Apr-2026 12:00 PM,"42,340",Yes,percentage,2.0%,Nil,Nil,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,3492 Date 23-03-2026,2026_REDUP_1131737_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,GRAM SABHA LEDHUPUR SALARPUR RAJBHAR BASTI ME SARVAJANIK STHAL PAR BARAT GHAR KA NIRMAN V SUNDARIKARAN KA KARYA.,GRAM SABHA LEDHUPUR SALARPUR RAJBHAR BASTI ME SARVAJANIK STHAL PAR BARAT GHAR KA NIRMAN V SUNDARIKARAN KA KARYA.,Please refer Tender documents. ,NA ,"21,17,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,EE RED VARANASI,No ,No,AOC,Finance,Admitted,Pankaj Rai,24-Apr-2026 11:59 AM,,BOQ Comparative Chart,EE,Internal,,Rajesh Kumar Yadav,22-Apr-2026 11:23 AM,23-Apr-2026 12:00 PM,techsummary_2112090.pdf (677.25 KB),Technical,Admitted,Pankaj Rai,21-Apr-2026 05:28 PM,,EE,Internal,,Rajesh Kumar Yadav,08-May-2026 03:59 PM,finsummary_2112090.pdf (116.02 KB),10-Jun-2026,"INR 2,088,035.67",90.0,Rajesh Kumar Yadav,10-Jun-2026 11:35 AM,273.pdf (521.00 KB),1.0,6059595.0,M/S MAHABEER ENTERPRISES,INR,"2,088,035.67",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1131737_8,3492 Date 23-03-2026,GRAM SABHA LEDHUPUR SALARPUR RAJBHAR BASTI ME SARVAJANIK STHAL PAR BARAT GHAR KA NIRMAN V SUNDARIKARAN KA KARYA.,1,6059595,M/S MAHABEER ENTERPRISES,21-Apr-2026 11:15 AM,Accepted-AOC,L1,10-Jun-2026 11:35 AM,AOC
,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6060928,SHUBHWANTI CONSTRUCTION,21-Apr-2026 11:28 AM,Rejected-Finance,L2,08-May-2026 03:59 PM,AOC
