Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCT.,UNIT-10,KANPUR",SATYA PRIYA,19-May-2026 02:29 PM,22-May-2026 02:00 PM,techsummary_2133833.pdf (1085.84 KB),Technical,Summary1142453_12,SATYA PRIYA,19-May-2026 02:04 PM,technical_2133833.pdf,27-May-2026,"INR 2,959,421.19",90.0,SATYA PRIYA,04-Jun-2026 07:34 PM,AOC12.pdf (418.00 KB),Lowest Bidder,1,6079910,AVADHESH CONSTRUCTION,03-May-2026 01:49 PM,Accepted-AOC,L1,04-Jun-2026 07:34 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,2026_UPPRC_1142453_12,01/PM-10/UPPCL/2026-27/Dated 20-04-2026,"Construction of CC road in Block Kabrai, Village Palka and Village Bilbai in District-Mahoba.",1.0,6079910.0,AVADHESH CONSTRUCTION,INR,"2,959,421.19","PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCOUNTANT,UNIT-10,KANPUR",SATYA PRIYA,23-May-2026 07:34 PM,finsummary_2133833.pdf (1085.84 KB),Finance,Summary12,SATYA PRIYA,23-May-2026 05:05 PM,finance_2133833.pdf,BOQ Comparative Chart,AOC,"5,900",Nil,Nil,No,27-Apr-2026 02:00 PM,04-May-2026 04:00 PM,27-Apr-2026 02:00 PM,04-May-2026 03:00 PM,NA ,NA ,27-Apr-2026 02:00 PM,04-May-2026 03:00 PM,22-May-2026 02:00 PM,"Construction of CC road in Block Kabrai, Village Palka and Village Bilbai in District-Mahoba.","Construction of CC road in Block Kabrai, Village Palka and Village Bilbai in District-Mahoba.","Construction of CC road in Block Kabrai, Village Palka and Village Bilbai in District-Mahoba. ",NA ,,Road Works,CC Road ,Tender,90.0,90.0,MAHOBA,210427.0,NA ,NA ,NA ,"PM,UNIT-10,UPPCL",No ,No,"59,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"PM,UNIT-10,UPPCL","Project Manager, U.P. Projects Corporation Ltd., Unit-10, Udayog Kunj Road Near Haluwakhada (Rajwaha) Nauraiya Kheda (Nahar Kothi), Dada Nagar, Kanpur",1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,01/PM-10/UPPCL/2026-27/Dated 20-04-2026,2026_UPPRC_1142453_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,6085561,DINESH KUMAR CHATURVEDI,04-May-2026 11:20 AM,Rejected-Finance,L2,23-May-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,6084374,M/S BHARAT SINGH CONTRACTORS,04-May-2026 12:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-May-2026 02:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
