Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1843/RED/Tender-File/2025-26 Dt. 31-03-2026,2026_REDUP_1142021_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED Bulandshahr,EE RED Bulandshahr,1,Fee/PreQual/Technical,.pdf,T1,"28,000",No,fixed,,Nil,Nil,25-Apr-2026 06:00 PM,02-May-2026 04:00 PM,25-Apr-2026 06:00 PM,01-May-2026 04:00 PM,NA ,NA ,25-Apr-2026 06:00 PM,01-May-2026 04:00 PM,15-May-2026 12:00 PM,1.0,SBI Bank,C.C. road and drainage construction work in Village Badda Wajidpur Block Syana from the house of Pappu son of Yaman Singh towards Nawab Singh house.,C.C. road and drainage construction work in Village Badda Wajidpur Block Syana from the house of Pappu son of Yaman Singh towards Nawab Singh house.,Please refer Tender documents. ,NA ,"13,58,968",Civil Works,NA ,Tender,90.0,180.0,EE RED Bulandshahr,203001.0,EE RED Bulandshahr ,EE RED Bulandshahr ,27-Apr-2026 12:00 PM ,EE RED Bulandshahr,No ,No,856.0,Nil,Nil,No,AOC,ee red bsr,Internal,ee dao,Vishnoo Kumar,13-May-2026 01:48 PM,15-May-2026 12:00 PM,techsummary_2132891.pdf (565.72 KB),Finance,Baddawazidpur,Vishnoo Kumar,27-May-2026 03:15 PM,finance_2132891.pdf,BOQ Comparative Chart,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,27-May-2026 03:23 PM,finsummary_2132891.pdf (61.29 KB),Technical,baddhavajidpur,Vishnoo Kumar,13-May-2026 01:37 PM,technical_2132891.pdf,1,6081040,PILANIYA TRADING CO.,01-May-2026 02:42 PM,Accepted-AOC,L,15-Jun-2026 05:42 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1142021_1,1843/RED/Tender-File/2025-26 Dt. 31-03-2026,C.C. road and drainage construction work in Village Badda Wajidpur Block Syana from the house of Pappu son of Yaman Singh towards Nawab Singh house.,1.0,6081040.0,PILANIYA TRADING CO.,INR,"1,352,173",15-Jun-2026,"INR 1,352,173",180.0,Vishnoo Kumar,15-Jun-2026 05:42 PM,BonBaddawazidpur.pdf (872.00 KB),AOC
,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6080815,VIPIN KUMAR CONTRACTOR,30-Apr-2026 08:31 PM,Rejected-Finance,L2,27-May-2026 03:23 PM,,,,,,,,,,,,,,,,AOC
